chamber,rollnumber,date,session,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,bill_number,vote_result,vote_desc,vote_question,issue_codes,peltzman_codes,clausen_codes,crs_policy_area,crs_subjects,congress_url
House,199,2013-06-05,1,165,261,-0.23500000000000001,0.838,0.279,0.066,hr2217,Failed,,On Agreeing to the Amendment,,['Defense Policy Budget'],['Foreign and Defense Policy'],Emergency Management,"['Abortion', 'Administrative law and regulatory procedures', 'Alternative and renewable resources', 'Appropriations', 'Aviation and airports', 'Border security and unlawful immigration', 'Business records', 'Canada', 'Caribbean area', 'Chemical and biological weapons', 'Coast guard', 'Community life and organization', 'Competition and antitrust', 'Congressional oversight', 'Constitution and constitutional amendments', 'Correctional facilities and imprisonment', 'Crimes against property', 'Criminal investigation, prosecution, interrogation', 'Cuba', 'Customs enforcement', 'Department of Homeland Security', 'Detention of persons', 'Disaster relief and insurance', 'Drug trafficking and controlled substances', 'Emergency planning and evacuation', 'Executive agency funding and structure', 'Federal Emergency Management Agency (FEMA)', 'Firearms and explosives', 'Fires', 'First Amendment rights', 'First responders and emergency personnel', 'Floods and storm protection', 'Food assistance and relief', 'Foreign labor', 'Fraud offenses and financial crimes', 'Government buildings, facilities, and property', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government studies and investigations', 'Government trust funds', 'Homeland security', 'Homelessness and emergency shelter', 'Hybrid, electric, and advanced technology vehicles', 'Immigration status and procedures', 'Intergovernmental relations', 'Latin America', 'Law enforcement administration and funding', 'Law enforcement officers', 'Marine pollution', 'Middle East', 'Military facilities and property', 'National symbols', 'Nuclear weapons', 'Oil and gas', 'Prescription drugs', 'Public contracts and procurement', 'Religion', 'Right of privacy', 'Social work, volunteer service, charitable organizations', 'State and local government operations', 'Tax administration and collection, taxpayers', 'Terrorism', 'Trade restrictions', 'Transportation costs', 'Transportation safety and security', 'Travel and tourism', 'United Arab Emirates', 'User charges and fees']",https://www.congress.gov/bill/113th-congress/house-bill/2217
House,200,2013-06-05,1,180,247,0.28800000000000003,0.053,-0.122,0.176,hr2217,Failed,,On Agreeing to the Amendment,['Airlines/Airports/Airline Industry'],['Defense Policy Budget'],['Foreign and Defense Policy'],Emergency Management,"['Abortion', 'Administrative law and regulatory procedures', 'Alternative and renewable resources', 'Appropriations', 'Aviation and airports', 'Border security and unlawful immigration', 'Business records', 'Canada', 'Caribbean area', 'Chemical and biological weapons', 'Coast guard', 'Community life and organization', 'Competition and antitrust', 'Congressional oversight', 'Constitution and constitutional amendments', 'Correctional facilities and imprisonment', 'Crimes against property', 'Criminal investigation, prosecution, interrogation', 'Cuba', 'Customs enforcement', 'Department of Homeland Security', 'Detention of persons', 'Disaster relief and insurance', 'Drug trafficking and controlled substances', 'Emergency planning and evacuation', 'Executive agency funding and structure', 'Federal Emergency Management Agency (FEMA)', 'Firearms and explosives', 'Fires', 'First Amendment rights', 'First responders and emergency personnel', 'Floods and storm protection', 'Food assistance and relief', 'Foreign labor', 'Fraud offenses and financial crimes', 'Government buildings, facilities, and property', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government studies and investigations', 'Government trust funds', 'Homeland security', 'Homelessness and emergency shelter', 'Hybrid, electric, and advanced technology vehicles', 'Immigration status and procedures', 'Intergovernmental relations', 'Latin America', 'Law enforcement administration and funding', 'Law enforcement officers', 'Marine pollution', 'Middle East', 'Military facilities and property', 'National symbols', 'Nuclear weapons', 'Oil and gas', 'Prescription drugs', 'Public contracts and procurement', 'Religion', 'Right of privacy', 'Social work, volunteer service, charitable organizations', 'State and local government operations', 'Tax administration and collection, taxpayers', 'Terrorism', 'Trade restrictions', 'Transportation costs', 'Transportation safety and security', 'Travel and tourism', 'United Arab Emirates', 'User charges and fees']",https://www.congress.gov/bill/113th-congress/house-bill/2217
House,201,2013-06-05,1,50,373,0.71,-0.704,-0.116,0.145,hr2217,Failed,,On Agreeing to the Amendment,['Immigration/Naturalization'],['Defense Policy Budget'],['Foreign and Defense Policy'],Emergency Management,"['Abortion', 'Administrative law and regulatory procedures', 'Alternative and renewable resources', 'Appropriations', 'Aviation and airports', 'Border security and unlawful immigration', 'Business records', 'Canada', 'Caribbean area', 'Chemical and biological weapons', 'Coast guard', 'Community life and organization', 'Competition and antitrust', 'Congressional oversight', 'Constitution and constitutional amendments', 'Correctional facilities and imprisonment', 'Crimes against property', 'Criminal investigation, prosecution, interrogation', 'Cuba', 'Customs enforcement', 'Department of Homeland Security', 'Detention of persons', 'Disaster relief and insurance', 'Drug trafficking and controlled substances', 'Emergency planning and evacuation', 'Executive agency funding and structure', 'Federal Emergency Management Agency (FEMA)', 'Firearms and explosives', 'Fires', 'First Amendment rights', 'First responders and emergency personnel', 'Floods and storm protection', 'Food assistance and relief', 'Foreign labor', 'Fraud offenses and financial crimes', 'Government buildings, facilities, and property', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government studies and investigations', 'Government trust funds', 'Homeland security', 'Homelessness and emergency shelter', 'Hybrid, electric, and advanced technology vehicles', 'Immigration status and procedures', 'Intergovernmental relations', 'Latin America', 'Law enforcement administration and funding', 'Law enforcement officers', 'Marine pollution', 'Middle East', 'Military facilities and property', 'National symbols', 'Nuclear weapons', 'Oil and gas', 'Prescription drugs', 'Public contracts and procurement', 'Religion', 'Right of privacy', 'Social work, volunteer service, charitable organizations', 'State and local government operations', 'Tax administration and collection, taxpayers', 'Terrorism', 'Trade restrictions', 'Transportation costs', 'Transportation safety and security', 'Travel and tourism', 'United Arab Emirates', 'User charges and fees']",https://www.congress.gov/bill/113th-congress/house-bill/2217
House,202,2013-06-05,1,281,146,0.34800000000000003,-0.216,0.126,-0.138,hr2217,Agreed to,,On Agreeing to the Amendment,['Public Safety'],['Defense Policy Budget'],['Foreign and Defense Policy'],Emergency Management,"['Abortion', 'Administrative law and regulatory procedures', 'Alternative and renewable resources', 'Appropriations', 'Aviation and airports', 'Border security and unlawful immigration', 'Business records', 'Canada', 'Caribbean area', 'Chemical and biological weapons', 'Coast guard', 'Community life and organization', 'Competition and antitrust', 'Congressional oversight', 'Constitution and constitutional amendments', 'Correctional facilities and imprisonment', 'Crimes against property', 'Criminal investigation, prosecution, interrogation', 'Cuba', 'Customs enforcement', 'Department of Homeland Security', 'Detention of persons', 'Disaster relief and insurance', 'Drug trafficking and controlled substances', 'Emergency planning and evacuation', 'Executive agency funding and structure', 'Federal Emergency Management Agency (FEMA)', 'Firearms and explosives', 'Fires', 'First Amendment rights', 'First responders and emergency personnel', 'Floods and storm protection', 'Food assistance and relief', 'Foreign labor', 'Fraud offenses and financial crimes', 'Government buildings, facilities, and property', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government studies and investigations', 'Government trust funds', 'Homeland security', 'Homelessness and emergency shelter', 'Hybrid, electric, and advanced technology vehicles', 'Immigration status and procedures', 'Intergovernmental relations', 'Latin America', 'Law enforcement administration and funding', 'Law enforcement officers', 'Marine pollution', 'Middle East', 'Military facilities and property', 'National symbols', 'Nuclear weapons', 'Oil and gas', 'Prescription drugs', 'Public contracts and procurement', 'Religion', 'Right of privacy', 'Social work, volunteer service, charitable organizations', 'State and local government operations', 'Tax administration and collection, taxpayers', 'Terrorism', 'Trade restrictions', 'Transportation costs', 'Transportation safety and security', 'Travel and tourism', 'United Arab Emirates', 'User charges and fees']",https://www.congress.gov/bill/113th-congress/house-bill/2217
House,203,2013-06-05,1,234,192,0.11800000000000001,-0.65,-0.166,-0.136,hr2217,Agreed to,,On Agreeing to the Amendment,['Firearms'],['Defense Policy Budget'],['Foreign and Defense Policy'],Emergency Management,"['Abortion', 'Administrative law and regulatory procedures', 'Alternative and renewable resources', 'Appropriations', 'Aviation and airports', 'Border security and unlawful immigration', 'Business records', 'Canada', 'Caribbean area', 'Chemical and biological weapons', 'Coast guard', 'Community life and organization', 'Competition and antitrust', 'Congressional oversight', 'Constitution and constitutional amendments', 'Correctional facilities and imprisonment', 'Crimes against property', 'Criminal investigation, prosecution, interrogation', 'Cuba', 'Customs enforcement', 'Department of Homeland Security', 'Detention of persons', 'Disaster relief and insurance', 'Drug trafficking and controlled substances', 'Emergency planning and evacuation', 'Executive agency funding and structure', 'Federal Emergency Management Agency (FEMA)', 'Firearms and explosives', 'Fires', 'First Amendment rights', 'First responders and emergency personnel', 'Floods and storm protection', 'Food assistance and relief', 'Foreign labor', 'Fraud offenses and financial crimes', 'Government buildings, facilities, and property', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government studies and investigations', 'Government trust funds', 'Homeland security', 'Homelessness and emergency shelter', 'Hybrid, electric, and advanced technology vehicles', 'Immigration status and procedures', 'Intergovernmental relations', 'Latin America', 'Law enforcement administration and funding', 'Law enforcement officers', 'Marine pollution', 'Middle East', 'Military facilities and property', 'National symbols', 'Nuclear weapons', 'Oil and gas', 'Prescription drugs', 'Public contracts and procurement', 'Religion', 'Right of privacy', 'Social work, volunteer service, charitable organizations', 'State and local government operations', 'Tax administration and collection, taxpayers', 'Terrorism', 'Trade restrictions', 'Transportation costs', 'Transportation safety and security', 'Travel and tourism', 'United Arab Emirates', 'User charges and fees']",https://www.congress.gov/bill/113th-congress/house-bill/2217
House,204,2013-06-05,1,146,280,-0.319,-0.791,0.095,0.029,hr2217,Failed,,On Agreeing to the Amendment,,['Defense Policy Budget'],['Foreign and Defense Policy'],Emergency Management,"['Abortion', 'Administrative law and regulatory procedures', 'Alternative and renewable resources', 'Appropriations', 'Aviation and airports', 'Border security and unlawful immigration', 'Business records', 'Canada', 'Caribbean area', 'Chemical and biological weapons', 'Coast guard', 'Community life and organization', 'Competition and antitrust', 'Congressional oversight', 'Constitution and constitutional amendments', 'Correctional facilities and imprisonment', 'Crimes against property', 'Criminal investigation, prosecution, interrogation', 'Cuba', 'Customs enforcement', 'Department of Homeland Security', 'Detention of persons', 'Disaster relief and insurance', 'Drug trafficking and controlled substances', 'Emergency planning and evacuation', 'Executive agency funding and structure', 'Federal Emergency Management Agency (FEMA)', 'Firearms and explosives', 'Fires', 'First Amendment rights', 'First responders and emergency personnel', 'Floods and storm protection', 'Food assistance and relief', 'Foreign labor', 'Fraud offenses and financial crimes', 'Government buildings, facilities, and property', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government studies and investigations', 'Government trust funds', 'Homeland security', 'Homelessness and emergency shelter', 'Hybrid, electric, and advanced technology vehicles', 'Immigration status and procedures', 'Intergovernmental relations', 'Latin America', 'Law enforcement administration and funding', 'Law enforcement officers', 'Marine pollution', 'Middle East', 'Military facilities and property', 'National symbols', 'Nuclear weapons', 'Oil and gas', 'Prescription drugs', 'Public contracts and procurement', 'Religion', 'Right of privacy', 'Social work, volunteer service, charitable organizations', 'State and local government operations', 'Tax administration and collection, taxpayers', 'Terrorism', 'Trade restrictions', 'Transportation costs', 'Transportation safety and security', 'Travel and tourism', 'United Arab Emirates', 'User charges and fees']",https://www.congress.gov/bill/113th-congress/house-bill/2217
House,205,2013-06-05,1,148,278,0.319,0.9480000000000001,0.08600000000000001,-0.232,hr2217,Failed,,On Agreeing to the Amendment,['Public Safety'],['Defense Policy Budget'],['Foreign and Defense Policy'],Emergency Management,"['Abortion', 'Administrative law and regulatory procedures', 'Alternative and renewable resources', 'Appropriations', 'Aviation and airports', 'Border security and unlawful immigration', 'Business records', 'Canada', 'Caribbean area', 'Chemical and biological weapons', 'Coast guard', 'Community life and organization', 'Competition and antitrust', 'Congressional oversight', 'Constitution and constitutional amendments', 'Correctional facilities and imprisonment', 'Crimes against property', 'Criminal investigation, prosecution, interrogation', 'Cuba', 'Customs enforcement', 'Department of Homeland Security', 'Detention of persons', 'Disaster relief and insurance', 'Drug trafficking and controlled substances', 'Emergency planning and evacuation', 'Executive agency funding and structure', 'Federal Emergency Management Agency (FEMA)', 'Firearms and explosives', 'Fires', 'First Amendment rights', 'First responders and emergency personnel', 'Floods and storm protection', 'Food assistance and relief', 'Foreign labor', 'Fraud offenses and financial crimes', 'Government buildings, facilities, and property', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government studies and investigations', 'Government trust funds', 'Homeland security', 'Homelessness and emergency shelter', 'Hybrid, electric, and advanced technology vehicles', 'Immigration status and procedures', 'Intergovernmental relations', 'Latin America', 'Law enforcement administration and funding', 'Law enforcement officers', 'Marine pollution', 'Middle East', 'Military facilities and property', 'National symbols', 'Nuclear weapons', 'Oil and gas', 'Prescription drugs', 'Public contracts and procurement', 'Religion', 'Right of privacy', 'Social work, volunteer service, charitable organizations', 'State and local government operations', 'Tax administration and collection, taxpayers', 'Terrorism', 'Trade restrictions', 'Transportation costs', 'Transportation safety and security', 'Travel and tourism', 'United Arab Emirates', 'User charges and fees']",https://www.congress.gov/bill/113th-congress/house-bill/2217
House,206,2013-06-06,1,287,136,-0.06,0.896,0.162,0.51,hr2217,Agreed to,,On Agreeing to the Amendment,['Public Safety'],['Defense Policy Budget'],['Foreign and Defense Policy'],Emergency Management,"['Abortion', 'Administrative law and regulatory procedures', 'Alternative and renewable resources', 'Appropriations', 'Aviation and airports', 'Border security and unlawful immigration', 'Business records', 'Canada', 'Caribbean area', 'Chemical and biological weapons', 'Coast guard', 'Community life and organization', 'Competition and antitrust', 'Congressional oversight', 'Constitution and constitutional amendments', 'Correctional facilities and imprisonment', 'Crimes against property', 'Criminal investigation, prosecution, interrogation', 'Cuba', 'Customs enforcement', 'Department of Homeland Security', 'Detention of persons', 'Disaster relief and insurance', 'Drug trafficking and controlled substances', 'Emergency planning and evacuation', 'Executive agency funding and structure', 'Federal Emergency Management Agency (FEMA)', 'Firearms and explosives', 'Fires', 'First Amendment rights', 'First responders and emergency personnel', 'Floods and storm protection', 'Food assistance and relief', 'Foreign labor', 'Fraud offenses and financial crimes', 'Government buildings, facilities, and property', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government studies and investigations', 'Government trust funds', 'Homeland security', 'Homelessness and emergency shelter', 'Hybrid, electric, and advanced technology vehicles', 'Immigration status and procedures', 'Intergovernmental relations', 'Latin America', 'Law enforcement administration and funding', 'Law enforcement officers', 'Marine pollution', 'Middle East', 'Military facilities and property', 'National symbols', 'Nuclear weapons', 'Oil and gas', 'Prescription drugs', 'Public contracts and procurement', 'Religion', 'Right of privacy', 'Social work, volunteer service, charitable organizations', 'State and local government operations', 'Tax administration and collection, taxpayers', 'Terrorism', 'Trade restrictions', 'Transportation costs', 'Transportation safety and security', 'Travel and tourism', 'United Arab Emirates', 'User charges and fees']",https://www.congress.gov/bill/113th-congress/house-bill/2217
House,207,2013-06-06,1,224,201,0.064,0.101,-0.242,-0.168,hr2217,Agreed to,,On Agreeing to the Amendment,['Immigration/Naturalization'],['Defense Policy Budget'],['Foreign and Defense Policy'],Emergency Management,"['Abortion', 'Administrative law and regulatory procedures', 'Alternative and renewable resources', 'Appropriations', 'Aviation and airports', 'Border security and unlawful immigration', 'Business records', 'Canada', 'Caribbean area', 'Chemical and biological weapons', 'Coast guard', 'Community life and organization', 'Competition and antitrust', 'Congressional oversight', 'Constitution and constitutional amendments', 'Correctional facilities and imprisonment', 'Crimes against property', 'Criminal investigation, prosecution, interrogation', 'Cuba', 'Customs enforcement', 'Department of Homeland Security', 'Detention of persons', 'Disaster relief and insurance', 'Drug trafficking and controlled substances', 'Emergency planning and evacuation', 'Executive agency funding and structure', 'Federal Emergency Management Agency (FEMA)', 'Firearms and explosives', 'Fires', 'First Amendment rights', 'First responders and emergency personnel', 'Floods and storm protection', 'Food assistance and relief', 'Foreign labor', 'Fraud offenses and financial crimes', 'Government buildings, facilities, and property', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government studies and investigations', 'Government trust funds', 'Homeland security', 'Homelessness and emergency shelter', 'Hybrid, electric, and advanced technology vehicles', 'Immigration status and procedures', 'Intergovernmental relations', 'Latin America', 'Law enforcement administration and funding', 'Law enforcement officers', 'Marine pollution', 'Middle East', 'Military facilities and property', 'National symbols', 'Nuclear weapons', 'Oil and gas', 'Prescription drugs', 'Public contracts and procurement', 'Religion', 'Right of privacy', 'Social work, volunteer service, charitable organizations', 'State and local government operations', 'Tax administration and collection, taxpayers', 'Terrorism', 'Trade restrictions', 'Transportation costs', 'Transportation safety and security', 'Travel and tourism', 'United Arab Emirates', 'User charges and fees']",https://www.congress.gov/bill/113th-congress/house-bill/2217
House,208,2013-06-06,1,196,225,0.229,0.157,-0.17200000000000001,0.154,hr2217,Failed,,On Agreeing to the Amendment,,['Defense Policy Budget'],['Foreign and Defense Policy'],Emergency Management,"['Abortion', 'Administrative law and regulatory procedures', 'Alternative and renewable resources', 'Appropriations', 'Aviation and airports', 'Border security and unlawful immigration', 'Business records', 'Canada', 'Caribbean area', 'Chemical and biological weapons', 'Coast guard', 'Community life and organization', 'Competition and antitrust', 'Congressional oversight', 'Constitution and constitutional amendments', 'Correctional facilities and imprisonment', 'Crimes against property', 'Criminal investigation, prosecution, interrogation', 'Cuba', 'Customs enforcement', 'Department of Homeland Security', 'Detention of persons', 'Disaster relief and insurance', 'Drug trafficking and controlled substances', 'Emergency planning and evacuation', 'Executive agency funding and structure', 'Federal Emergency Management Agency (FEMA)', 'Firearms and explosives', 'Fires', 'First Amendment rights', 'First responders and emergency personnel', 'Floods and storm protection', 'Food assistance and relief', 'Foreign labor', 'Fraud offenses and financial crimes', 'Government buildings, facilities, and property', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government studies and investigations', 'Government trust funds', 'Homeland security', 'Homelessness and emergency shelter', 'Hybrid, electric, and advanced technology vehicles', 'Immigration status and procedures', 'Intergovernmental relations', 'Latin America', 'Law enforcement administration and funding', 'Law enforcement officers', 'Marine pollution', 'Middle East', 'Military facilities and property', 'National symbols', 'Nuclear weapons', 'Oil and gas', 'Prescription drugs', 'Public contracts and procurement', 'Religion', 'Right of privacy', 'Social work, volunteer service, charitable organizations', 'State and local government operations', 'Tax administration and collection, taxpayers', 'Terrorism', 'Trade restrictions', 'Transportation costs', 'Transportation safety and security', 'Travel and tourism', 'United Arab Emirates', 'User charges and fees']",https://www.congress.gov/bill/113th-congress/house-bill/2217
House,209,2013-06-06,1,196,226,0.146,0.974,0.759,-0.289,hr2217,Failed,"Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2014, and for other purposes",On Motion to Recommit with Instructions,,['Defense Policy Budget'],['Foreign and Defense Policy'],Emergency Management,"['Abortion', 'Administrative law and regulatory procedures', 'Alternative and renewable resources', 'Appropriations', 'Aviation and airports', 'Border security and unlawful immigration', 'Business records', 'Canada', 'Caribbean area', 'Chemical and biological weapons', 'Coast guard', 'Community life and organization', 'Competition and antitrust', 'Congressional oversight', 'Constitution and constitutional amendments', 'Correctional facilities and imprisonment', 'Crimes against property', 'Criminal investigation, prosecution, interrogation', 'Cuba', 'Customs enforcement', 'Department of Homeland Security', 'Detention of persons', 'Disaster relief and insurance', 'Drug trafficking and controlled substances', 'Emergency planning and evacuation', 'Executive agency funding and structure', 'Federal Emergency Management Agency (FEMA)', 'Firearms and explosives', 'Fires', 'First Amendment rights', 'First responders and emergency personnel', 'Floods and storm protection', 'Food assistance and relief', 'Foreign labor', 'Fraud offenses and financial crimes', 'Government buildings, facilities, and property', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government studies and investigations', 'Government trust funds', 'Homeland security', 'Homelessness and emergency shelter', 'Hybrid, electric, and advanced technology vehicles', 'Immigration status and procedures', 'Intergovernmental relations', 'Latin America', 'Law enforcement administration and funding', 'Law enforcement officers', 'Marine pollution', 'Middle East', 'Military facilities and property', 'National symbols', 'Nuclear weapons', 'Oil and gas', 'Prescription drugs', 'Public contracts and procurement', 'Religion', 'Right of privacy', 'Social work, volunteer service, charitable organizations', 'State and local government operations', 'Tax administration and collection, taxpayers', 'Terrorism', 'Trade restrictions', 'Transportation costs', 'Transportation safety and security', 'Travel and tourism', 'United Arab Emirates', 'User charges and fees']",https://www.congress.gov/bill/113th-congress/house-bill/2217
House,210,2013-06-06,1,245,182,-0.40700000000000003,0.913,-0.299,-0.496,hr2217,Passed,"Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2014, and for other purposes",On Passage,,['Defense Policy Budget'],['Foreign and Defense Policy'],Emergency Management,"['Abortion', 'Administrative law and regulatory procedures', 'Alternative and renewable resources', 'Appropriations', 'Aviation and airports', 'Border security and unlawful immigration', 'Business records', 'Canada', 'Caribbean area', 'Chemical and biological weapons', 'Coast guard', 'Community life and organization', 'Competition and antitrust', 'Congressional oversight', 'Constitution and constitutional amendments', 'Correctional facilities and imprisonment', 'Crimes against property', 'Criminal investigation, prosecution, interrogation', 'Cuba', 'Customs enforcement', 'Department of Homeland Security', 'Detention of persons', 'Disaster relief and insurance', 'Drug trafficking and controlled substances', 'Emergency planning and evacuation', 'Executive agency funding and structure', 'Federal Emergency Management Agency (FEMA)', 'Firearms and explosives', 'Fires', 'First Amendment rights', 'First responders and emergency personnel', 'Floods and storm protection', 'Food assistance and relief', 'Foreign labor', 'Fraud offenses and financial crimes', 'Government buildings, facilities, and property', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government studies and investigations', 'Government trust funds', 'Homeland security', 'Homelessness and emergency shelter', 'Hybrid, electric, and advanced technology vehicles', 'Immigration status and procedures', 'Intergovernmental relations', 'Latin America', 'Law enforcement administration and funding', 'Law enforcement officers', 'Marine pollution', 'Middle East', 'Military facilities and property', 'National symbols', 'Nuclear weapons', 'Oil and gas', 'Prescription drugs', 'Public contracts and procurement', 'Religion', 'Right of privacy', 'Social work, volunteer service, charitable organizations', 'State and local government operations', 'Tax administration and collection, taxpayers', 'Terrorism', 'Trade restrictions', 'Transportation costs', 'Transportation safety and security', 'Travel and tourism', 'United Arab Emirates', 'User charges and fees']",https://www.congress.gov/bill/113th-congress/house-bill/2217
House,211,2013-06-11,1,404,0,0.0,0.0,0.0,0.0,hr251,Passed,South Utah Valley Electric Conveyance Act,On Motion to Suspend the Rules and Pass,['Energy'],"['Budget Special Interest', 'Government Organization']",['Government Management'],Public Lands and Natural Resources,"['Electric power generation and transmission', 'Land transfers', 'Utah']",https://www.congress.gov/bill/113th-congress/house-bill/251
House,212,2013-06-11,1,409,0,0.0,0.0,0.0,0.0,hr1157,Passed,Rattlesnake Mountain Public Access Act,On Motion to Suspend the Rules and Pass,['Parks and Conservation'],['Government Organization'],['Government Management'],Public Lands and Natural Resources,"['Land use and conservation', 'Monuments and memorials', 'Roads and highways', 'Travel and tourism', 'Washington State', 'Wilderness and natural areas, wildlife refuges, wild rivers, habitats']",https://www.congress.gov/bill/113th-congress/house-bill/1157
House,213,2013-06-12,1,239,184,-0.139,0.215,-0.769,0.182,hres256,Passed,"Providing for consideration of H.R. 1960, the National Defense Authorization Act for FY 2014; and providing for consideration of H.R. 1256, the Swap Jurisdiction Certainty Act",On Agreeing to the Resolution,['Banking and Finance'],['Defense Policy Budget'],['Foreign and Defense Policy'],Congress,"['House of Representatives', 'Legislative rules and procedure']",https://www.congress.gov/bill/113th-congress/house-resolution/256
House,214,2013-06-12,1,411,12,-0.98,-0.198,-1.658,-1.655,hr634,Passed,"To provide end user exemptions from certain provisions of the Commodity Exchange Act and the Securities Exchange Act of 1934, and for other purposes","On Motion to Suspend the Rules and Pass, as Amended",['Banking and Finance'],['Regulation Special Interest'],['Government Management'],Finance and Financial Sector,"['Administrative law and regulatory procedures', 'Banking and financial institutions regulation', 'Commodities markets', 'Commodity Futures Trading Commission', 'Corporate finance and management', 'Financial services and investments', 'Securities']",https://www.congress.gov/bill/113th-congress/house-bill/634
House,215,2013-06-12,1,420,2,0.0,0.0,0.0,0.0,hr742,Passed,To amend the Securities Exchange Act of 1934 and the Commodity Exchange Act to repeal the indemnification requirements for regulatory authorities to obtain access to swap data required to be provided by swaps entities under such Acts,On Motion to Suspend the Rules and Pass,['Banking and Finance'],['Regulation Special Interest'],['Government Management'],Finance and Financial Sector,"['Banking and financial institutions regulation', 'Business records', 'Commodities markets', 'Commodity Futures Trading Commission', 'Contracts and agency', 'Executive agency funding and structure', 'Government information and archives', 'Securities', 'Securities and Exchange Commission (SEC)', 'Trade secrets and economic espionage']",https://www.congress.gov/bill/113th-congress/house-bill/742
House,216,2013-06-12,1,194,230,0.133,0.991,0.326,-0.145,hr1256,Failed,Swap Jurisdiction Certainty Act,On Motion to Recommit with Instructions,['Banking and Finance'],['Regulation Special Interest'],['Government Management'],Finance and Financial Sector,"['Administrative law and regulatory procedures', 'Commodities markets', 'Commodity Futures Trading Commission', 'Securities', 'Securities and Exchange Commission (SEC)']",https://www.congress.gov/bill/113th-congress/house-bill/1256
House,217,2013-06-12,1,301,124,-0.341,0.063,-0.227,-0.266,hr1256,Passed,Swap Jurisdiction Certainty Act,On Passage,['Banking and Finance'],['Regulation Special Interest'],['Government Management'],Finance and Financial Sector,"['Administrative law and regulatory procedures', 'Commodities markets', 'Commodity Futures Trading Commission', 'Securities', 'Securities and Exchange Commission (SEC)']",https://www.congress.gov/bill/113th-congress/house-bill/1256
House,218,2013-06-12,1,423,0,0.0,0.0,0.0,0.0,hr1038,Passed,"To provide equal treatment for utility special entities using utility operations-related swaps, and for other purposes",On Motion to Suspend the Rules and Pass,['Banking and Finance'],['Regulation Special Interest'],['Government Management'],Finance and Financial Sector,"['Business records', 'Commodities markets', 'Electric power generation and transmission', 'Energy storage, supplies, demand', 'Oil and gas', 'Public contracts and procurement', 'Securities']",https://www.congress.gov/bill/113th-congress/house-bill/1038
House,219,2013-06-13,1,233,195,-0.034,0.046,-1.085,0.191,hres260,Passed,"Providing for further consideration of the bill (H.R. 1960) to authorize appropriations for fiscal year 2014 for military activities of the Department of Defense and for military construction, to prescribe military personnel strengths for such fiscal year, and for other purposes",On Ordering the Previous Question,,['Defense Policy Budget'],['Foreign and Defense Policy'],Congress,"['House of Representatives', 'Legislative rules and procedure']",https://www.congress.gov/bill/113th-congress/house-resolution/260
House,220,2013-06-13,1,238,189,-0.157,0.988,-1.15,-0.656,hres260,Passed,"Providing for further consideration of the bill (H.R. 1960) to authorize appropriations for fiscal year 2014 for military activities of the Department of Defense and for military construction, to prescribe military personnel strengths for such fiscal year, and for other purposes",On Agreeing to the Resolution,,['Defense Policy Budget'],['Foreign and Defense Policy'],Congress,"['House of Representatives', 'Legislative rules and procedure']",https://www.congress.gov/bill/113th-congress/house-resolution/260
