candidate_id,candidate_name,committee_id,committee_name,count,cycle,support_oppose_indicator,total
H2CA00104,"LOWENTHAL, ALAN",C90013145,US CHAMBER OF COMMERCE,1,2012,O,320000.0
H2CA00104,"LOWENTHAL, ALAN",C90014028,J STREET,1,2012,S,440.12
H2CA50026,"VARGAS, JUAN C.",C00520312,"AMERICAN FEDERATION OF TEACHERS GUILD, LOCAL 1931 SAN DIEGO AND GROSSMONT - CUYAMACA COMMUNITY COLLEGES FEDERAL COMMITTEE ON POLITICAL EDUCATION",4,2012,S,957.78
H2CA52089,"PETERS, SCOTT",C00075820,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,18,2012,O,2431178.58
H2CA52089,"PETERS, SCOTT",C00135368,SIERRA CLUB POLITICAL COMMITTEE,1,2012,S,300.0
H2CA52089,"PETERS, SCOTT",C00490375,NATIONAL NURSES UNITED FOR PATIENT PROTECTION,1,2012,S,4667.18
H2CA52089,"PETERS, SCOTT",C00492595,PROGRESSIVE KICK INDEPENDENT EXPENDITURES,4,2012,O,68555.07
H2CA52089,"PETERS, SCOTT",C00510701,JOBS OPPORTUNITY AND FREEDOM POLITICAL ACTION COMMITTEE - JOFPAC,6,2012,O,118547.0
H2CA52089,"PETERS, SCOTT",C00515361,COMMUNITY EMPOWERMENT COALITION,2,2012,S,6636.0
H2CA52089,"PETERS, SCOTT",C00531814,ENVIRONMENT AMERICA ACTION FUND,3,2012,S,17772.06
H2CA52089,"PETERS, SCOTT",C90005471,PLANNED PARENTHOOD ACTION FUND INC,3,2012,S,4576.03
H2CA52089,"PETERS, SCOTT",C90011289,AMERICANS FOR TAX REFORM,4,2012,O,1392782.98
H2CA52089,"PETERS, SCOTT",C90011412,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,17,2012,S,16889.46
H2CA52089,"PETERS, SCOTT",C90013616,CALIFORNIA NURSES ASSOCIATION POLITICAL ACTION COMMITTEE (CNA PAC),1,2012,S,4502.1
H4CA23011,"WATERS, MAXINE",C00135368,SIERRA CLUB POLITICAL COMMITTEE,1,2012,S,10.0
H4CA23011,"WATERS, MAXINE",C90013806,COMMITTEE TO PROTECT THE POLITICAL RIGHTS OF MINORITIES,14,2012,S,618.42
H8CA12098,"ESHOO, ANNA",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H8CA12098,"ESHOO, ANNA",C90014028,J STREET,1,2012,S,440.13
H4CA17021,"FARR, SAM",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H4CA17021,"FARR, SAM",C00325704,KUCINICH ACTION PAC,1,2012,S,1371.05
H4CA17021,"FARR, SAM",C90009358,HUMANE SOCIETY LEGISLATIVE FUND,4,2012,S,33.47
H4CA17021,"FARR, SAM",C90014028,J STREET,1,2012,S,440.13
H2CA25036,"MCKEON, HOWARD P. 'BUCK'",C00427617,BLUE AMERICA PAC,3,2012,O,11002.28
H2CA25036,"MCKEON, HOWARD P. 'BUCK'",C00487827,BLUE AMERICA PAC INDEPENDENT EXPENDITURE COMMITTEE,2,2012,O,15300.0
H2CA25036,"MCKEON, HOWARD P. 'BUCK'",C00487827,BLUE AMERICA PAC INDEPENDENT EXPENDITURE COMMITTEE,1,2012,S,400.0
H2CA30143,"BECERRA, XAVIER",C00135368,SIERRA CLUB POLITICAL COMMITTEE,1,2012,S,10.0
H2CA33048,"ROYBAL-ALLARD, LUCILLE",C00135368,SIERRA CLUB POLITICAL COMMITTEE,1,2012,S,10.0
H6CA39020,"ROYCE, EDWARD R",C00298141,NATIONAL TAXPAYERS UNION CAMPAIGN FUND,1,2012,S,2.61
H6CA39020,"ROYCE, EDWARD R",C00520130,RESTORING OUR COMMUNITY,1,2012,S,11719.0
H6CA39020,"ROYCE, EDWARD R",C00525618,AMERICA SHINING,81,2012,O,775201.19
H4CA16049,"LOFGREN, ZOE",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H4CA16049,"LOFGREN, ZOE",C90014028,J STREET,1,2012,S,440.13
H6CA24113,"SHERMAN, BRAD",C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,4,2012,S,560200.0
H6CA24113,"SHERMAN, BRAD",C00488742,NATIONAL ASSOCIATION OF REALTORS CONGRESSIONAL FUND,10,2012,S,936867.0
H6CA24113,"SHERMAN, BRAD",C00508960,CALIFORNIANS FOR INTERGITY IN GOVERNMENT,19,2012,S,224191.45
H6CA24113,"SHERMAN, BRAD",C00509075,CITIZENS FOR PROSPERITY AND GOOD GOVERNMENT,5,2012,S,45202.82
H6CA46033,"SANCHEZ, LORETTA",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H6CA46033,"SANCHEZ, LORETTA",C00176420,DEMOCRATIC FOUNDATION OF ORANGE COUNTY,1,2012,S,1077.26
H6CA46033,"SANCHEZ, LORETTA",C90012139,PLANNED PARENTHOOD ORANGE AND SAN BERNARDINO COUNTIES ACTION FUND,11,2012,S,2586.41
H8CA22089,"CAPPS, LOIS",C00075820,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,19,2012,O,791510.13
H8CA22089,"CAPPS, LOIS",C00106146,AMERICAN HOSPITAL ASSOCIATION PAC,3,2012,S,200315.05
H8CA22089,"CAPPS, LOIS",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H8CA22089,"CAPPS, LOIS",C00172296,NATIONAL COMMITTEE TO PRESERVE SOCIAL SECURITY & MEDICARE PAC,1,2012,S,640.74
H8CA22089,"CAPPS, LOIS",C00429456,SANTA BARBARA WOMEN'S POLITICAL COMMITTEE,2,2012,S,286.22
H8CA22089,"CAPPS, LOIS",C00504530,CONGRESSIONAL LEADERSHIP FUND,9,2012,O,512380.1
H8CA22089,"CAPPS, LOIS",C00521211,SPIRIT OF DEMOCRACY AMERICA,5,2012,O,284800.0
H8CA22089,"CAPPS, LOIS",C00531814,ENVIRONMENT AMERICA ACTION FUND,5,2012,S,15234.02
H8CA22089,"CAPPS, LOIS",C90004185,NARAL Pro-Choice America,1,2012,S,43.75
H8CA22089,"CAPPS, LOIS",C90006701,THE PLANNED PARENTHOOD ACTION FUND OF,71,2012,S,20243.78
H8CA22089,"CAPPS, LOIS",C90009358,HUMANE SOCIETY LEGISLATIVE FUND,4,2012,S,51.71
H8CA22089,"CAPPS, LOIS",C90010570,FAIR SHARE ALLIANCE INC,1,2012,S,19.23
H8CA22089,"CAPPS, LOIS",C90011230,AMERICAN ACTION NETWORK INC,1,2012,O,16930.0
H8CA22089,"CAPPS, LOIS",C90013145,US CHAMBER OF COMMERCE,1,2012,O,120000.0
H8CA22089,"CAPPS, LOIS",C90014028,J STREET,1,2012,S,440.13
H8CA22089,"CAPPS, LOIS",C90014242,PLANNED PARENTHOOD SHASTA PACIFIC ACTION FUND,7,2012,S,1133.53
H8CA09060,"LEE, BARBARA",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H8CA09060,"LEE, BARBARA",C00325704,KUCINICH ACTION PAC,2,2012,S,2761.35
H8CA09060,"LEE, BARBARA",C00490375,NATIONAL NURSES UNITED FOR PATIENT PROTECTION,1,2012,S,520.04
H8CA09060,"LEE, BARBARA",C90004185,NARAL Pro-Choice America,1,2012,S,43.75
H8CA09060,"LEE, BARBARA",C90013806,COMMITTEE TO PROTECT THE POLITICAL RIGHTS OF MINORITIES,14,2012,S,618.42
H8CA09060,"LEE, BARBARA",C90014028,J STREET,1,2012,S,440.13
H8CA01109,"THOMPSON, MIKE MR.",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H8CA01109,"THOMPSON, MIKE MR.",C00455865,SOLANO UNITED-SCDCC FEDERAL ACCOUNT,2,2012,S,246.44
H8CA01109,"THOMPSON, MIKE MR.",C90013137,FRIENDS OF MARK VAN GORDER FOR NAPA COUNTY SUPERVISOR DISTRICT 2,1,2012,S,318.0
H8CA01109,"THOMPSON, MIKE MR.",C90014028,J STREET,1,2012,S,440.13
H8CA01109,"THOMPSON, MIKE MR.",C90014416,FRIENDS OF JOHN SAWYER FOR SUPERVISOR 2012,2,2012,S,1400.63
H8CA34068,"NAPOLITANO, GRACE",C00135368,SIERRA CLUB POLITICAL COMMITTEE,1,2012,S,10.0
H8CA34068,"NAPOLITANO, GRACE",C00302711,ALHAMBRA DEMOCRATIC CLUB - FED,1,2012,S,1325.85
H8CA41063,"MILLER, GARY G",C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,8,2012,S,994125.0
H8CA41063,"MILLER, GARY G",C00105668,DEMOCRATIC STATE CENTRAL COMMITTEE OF CA - FEDERAL,3,2012,O,1799.0
H8CA41063,"MILLER, GARY G",C00488742,NATIONAL ASSOCIATION OF REALTORS CONGRESSIONAL FUND,21,2012,S,708028.39
H8CA41063,"MILLER, GARY G",C00510701,JOBS OPPORTUNITY AND FREEDOM POLITICAL ACTION COMMITTEE - JOFPAC,1,2012,S,2134.0
H8CA41063,"MILLER, GARY G",C90009358,HUMANE SOCIETY LEGISLATIVE FUND,13,2012,S,32895.67
H8CA41063,"MILLER, GARY G",C90013301,NATIONAL RIFLE ASSOCIATION INSTITUTE FOR LEGISLATIVE ACTION,4,2012,S,3968.38
H6CO05159,"LAMBORN, DOUGLAS",C00298141,NATIONAL TAXPAYERS UNION CAMPAIGN FUND,1,2012,S,2.61
H6CO05159,"LAMBORN, DOUGLAS",C00452383,FAMILY RESEARCH COUNCIL ACTION POLITICAL ACTION COMMITTEE,1,2012,S,1727.49
H6CO07023,"PERLMUTTER, EDWIN G",C00004036,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),2,2012,S,5265.0
H6CO07023,"PERLMUTTER, EDWIN G",C00075820,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,5,2012,O,623928.25
H6CO07023,"PERLMUTTER, EDWIN G",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H6CO07023,"PERLMUTTER, EDWIN G",C00484287,WORKERS' VOICE,86,2012,S,57685.74
H6CO07023,"PERLMUTTER, EDWIN G",C00523621,SERVICE EMPLOYEES INTERNATIONAL UNION PEA-FEDERAL,1,2012,S,23417.96
H6CO07023,"PERLMUTTER, EDWIN G",C00526673,FAIR SHARE ACTION,1,2012,S,146.69
H6CO07023,"PERLMUTTER, EDWIN G",C90005471,PLANNED PARENTHOOD ACTION FUND INC,6,2012,S,53857.84
H6CO07023,"PERLMUTTER, EDWIN G",C90009358,HUMANE SOCIETY LEGISLATIVE FUND,17,2012,S,1377.32
H6CO07023,"PERLMUTTER, EDWIN G",C90010570,FAIR SHARE ALLIANCE INC,4,2012,S,9759.44
H6CO07023,"PERLMUTTER, EDWIN G",C90011156,WORKING AMERICA,545,2012,S,15077.36
H6CO07023,"PERLMUTTER, EDWIN G",C90013814,CITIZEN AWARENESS PROJECT INC.,1,2012,O,3345.15
H6CO07023,"PERLMUTTER, EDWIN G",C90014036,ARDA-ROC,1,2012,S,101308.57
H6CO07023,"PERLMUTTER, EDWIN G",C90014168,NEW ERA COLORADO,1,2012,S,75.65
H8CO02137,"POLIS, JARED",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H8CO02137,"POLIS, JARED",C00325704,KUCINICH ACTION PAC,2,2012,S,364.6
H8CO02137,"POLIS, JARED",C90013467,PLAN BOULDER COUNTY INC.,2,2012,S,152.27
H8CO02137,"POLIS, JARED",C90014168,NEW ERA COLORADO,1,2012,S,75.65
H8CO06138,"COFFMAN, MICHAEL",C00000935,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,11,2012,O,2005149.5
H8CO06138,"COFFMAN, MICHAEL",C00004036,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),1,2012,O,3750.0
H8CO06138,"COFFMAN, MICHAEL",C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,8,2012,S,907.32
H8CO06138,"COFFMAN, MICHAEL",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,6,2012,S,9819.04
H8CO06138,"COFFMAN, MICHAEL",C00298141,NATIONAL TAXPAYERS UNION CAMPAIGN FUND,1,2012,S,2.61
H8CO06138,"COFFMAN, MICHAEL",C00483693,SIERRA CLUB INDEPENDENT ACTION,7,2012,O,781.14
H8CO06138,"COFFMAN, MICHAEL",C00489625,FAITH FAMILY FREEDOM FUND,1,2012,S,7490.0
H8CO06138,"COFFMAN, MICHAEL",C00495028,HOUSE MAJORITY PAC,6,2012,O,962496.74
H8CO06138,"COFFMAN, MICHAEL",C00499020,FREEDOMWORKS FOR AMERICA,22,2012,S,163204.54
H8CO06138,"COFFMAN, MICHAEL",C00507517,CREDO SUPERPAC,17,2012,O,42038.85
H8CO06138,"COFFMAN, MICHAEL",C00509893,NATIONAL RIGHT TO LIFE VICTORY FUND,2,2012,S,2455.55
H8CO06138,"COFFMAN, MICHAEL",C00520080,FRIENDS OF DEMOCRACY,4,2012,O,28475.0
H8CO06138,"COFFMAN, MICHAEL",C00523621,SERVICE EMPLOYEES INTERNATIONAL UNION PEA-FEDERAL,2,2012,O,17051.52
H8CO06138,"COFFMAN, MICHAEL",C00525204,DEFEND OUR HOMES,3,2012,O,10973.52
H8CO06138,"COFFMAN, MICHAEL",C00529750,PROGRESSIVE COLORADO VOTERS,5,2012,O,31906.0
H8CO06138,"COFFMAN, MICHAEL",C90005471,PLANNED PARENTHOOD ACTION FUND INC,6,2012,O,16863.67
H8CO06138,"COFFMAN, MICHAEL",C90011156,WORKING AMERICA,113,2012,O,2227.08
H8CO06138,"COFFMAN, MICHAEL",C90011685,THE 60 PLUS ASSOCIATION,1,2012,S,82.29
H8CO06138,"COFFMAN, MICHAEL",C90013301,NATIONAL RIFLE ASSOCIATION INSTITUTE FOR LEGISLATIVE ACTION,4,2012,S,10252.69
H8CO06138,"COFFMAN, MICHAEL",C90013814,CITIZEN AWARENESS PROJECT INC.,1,2012,S,279.36
H6CO03139,"TIPTON, SCOTT R.",C00000935,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,4,2012,O,414714.7
H6CO03139,"TIPTON, SCOTT R.",C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,7,2012,S,751.18
H6CO03139,"TIPTON, SCOTT R.",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,6,2012,S,8872.44
H6CO03139,"TIPTON, SCOTT R.",C00495028,HOUSE MAJORITY PAC,4,2012,O,29255.5
H6CO03139,"TIPTON, SCOTT R.",C00509893,NATIONAL RIGHT TO LIFE VICTORY FUND,3,2012,S,2302.68
H6CO03139,"TIPTON, SCOTT R.",C90011685,THE 60 PLUS ASSOCIATION,1,2012,S,175.0
H6CO03139,"TIPTON, SCOTT R.",C90013301,NATIONAL RIFLE ASSOCIATION INSTITUTE FOR LEGISLATIVE ACTION,8,2012,S,35682.4
H6CO03139,"TIPTON, SCOTT R.",C90013814,CITIZEN AWARENESS PROJECT INC.,1,2012,S,335.75
H0CO04122,"GARDNER, CORY",C00000935,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,1,2012,O,2177.65
H0CO04122,"GARDNER, CORY",C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,1,2012,S,437.55
H6CO01141,"DEGETTE, DIANA L.",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H6CO01141,"DEGETTE, DIANA L.",C90004185,NARAL Pro-Choice America,1,2012,S,43.75
H6CO01141,"DEGETTE, DIANA L.",C90014168,NEW ERA COLORADO,1,2012,S,75.65
H2CT02112,"COURTNEY, JOSEPH D",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,160.0
H2CT02112,"COURTNEY, JOSEPH D",C90014572,LEAGUE OF YOUNG VOTERS - MAINE PAC,3,2012,O,136.14
H8CT04172,"HIMES, JIM",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H8CT04172,"HIMES, JIM",C00528919,TRINITY PAC,2,2012,O,32058.97
H2CT05131,"ESTY, ELIZABETH",C00135368,SIERRA CLUB POLITICAL COMMITTEE,1,2012,S,300.0
H2CT05131,"ESTY, ELIZABETH",C00473918,WOMEN VOTE!,5,2012,S,318121.55
H2CT05131,"ESTY, ELIZABETH",C00498832,GOVERNMENT INTEGRITY FUND ACTION NETWORK; THE,1,2012,O,1099998.0
H2CT05131,"ESTY, ELIZABETH",C90012527,PLANNED PARENTHOOD VOTES! CONNECTICUT,1,2012,S,2370.1
H0CT03072,"DELAURO, ROSA L",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,160.0
H0CT03072,"DELAURO, ROSA L",C90004185,NARAL Pro-Choice America,1,2012,S,43.75
H8CT01046,"LARSON, JOHN B",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H0DE01017,"CARNEY, JOHN CHARLES JR",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H6FL06035,"YOUNG, C W BILL",C00004036,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),1,2012,O,499.06
H6FL06035,"YOUNG, C W BILL",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,3,2012,S,2898.33
H6FL06035,"YOUNG, C W BILL",C00523621,SERVICE EMPLOYEES INTERNATIONAL UNION PEA-FEDERAL,2,2012,O,7810.75
H6FL06035,"YOUNG, C W BILL",C90013301,NATIONAL RIFLE ASSOCIATION INSTITUTE FOR LEGISLATIVE ACTION,8,2012,S,18787.94
H0FL18025,"ROS-LEHTINEN, ILEANA",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,1,2012,S,1.34
H0FL18025,"ROS-LEHTINEN, ILEANA",C00332296,SUSAN B ANTHONY LIST INC. CANDIDATE FUND,4,2012,S,324.71
H0FL18025,"ROS-LEHTINEN, ILEANA",C00512012,PROTECT AMERICA TODAY,1,2012,S,175.0
H0FL18025,"ROS-LEHTINEN, ILEANA",C00523589,AMERICAN UNITY PAC INC,2,2012,S,108662.13
H0FL18025,"ROS-LEHTINEN, ILEANA",C90011313,SUSAN B ANTHONY LIST INC,2,2012,S,50.92
H2FL01100,"MILLER, JEFFERSON B.",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,1,2012,S,1.34
H0FL04066,"CRENSHAW, ANDER HON.",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,1,2012,S,1.34
H2FL25018,"DIAZ-BALART, MARIO",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,1,2012,S,1.34
H4FL20023,"SCHULTZ, DEBBIE WASSERMAN",C00135368,SIERRA CLUB POLITICAL COMMITTEE,1,2012,S,150.0
H4FL20023,"SCHULTZ, DEBBIE WASSERMAN",C00500785,NEW GENERATION; THE,3,2012,O,572.34
H4FL20023,"SCHULTZ, DEBBIE WASSERMAN",C90004185,NARAL Pro-Choice America,1,2012,S,43.75
H6FL11126,"CASTOR, KATHY",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H6FL13148,"BUCHANAN, VERNON",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,7,2012,S,6096.19
H6FL13148,"BUCHANAN, VERNON",C00484287,WORKERS' VOICE,32,2012,O,6001.12
H6FL13148,"BUCHANAN, VERNON",C00495028,HOUSE MAJORITY PAC,2,2012,O,59572.5
H6FL09070,"BILIRAKIS, GUS MICHAEL",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,1,2012,S,1.34
H6FL08213,"GRAYSON, ALAN MARK",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H6FL08213,"GRAYSON, ALAN MARK",C00325704,KUCINICH ACTION PAC,3,2012,S,3131.15
H6FL08213,"GRAYSON, ALAN MARK",C00484287,WORKERS' VOICE,15,2012,S,1774.1
H6FL08213,"GRAYSON, ALAN MARK",C00490375,NATIONAL NURSES UNITED FOR PATIENT PROTECTION,1,2012,S,520.04
H8FL15107,"POSEY, BILL",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,1,2012,S,1.34
H8FL16022,"ROONEY, TOM",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,1,2012,S,1.34
H0FL19080,"DEUTCH, THEODORE ELIOT",C00135368,SIERRA CLUB POLITICAL COMMITTEE,1,2012,S,10.0
H0FL02110,"SOUTHERLAND, WILLIAM STEVE II",C00000935,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,13,2012,O,775987.05
H0FL02110,"SOUTHERLAND, WILLIAM STEVE II",C00011114,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES  P E O P L E,1,2012,O,130107.42
H0FL02110,"SOUTHERLAND, WILLIAM STEVE II",C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,20,2012,S,932.08
H0FL02110,"SOUTHERLAND, WILLIAM STEVE II",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,6,2012,S,9056.71
H0FL02110,"SOUTHERLAND, WILLIAM STEVE II",C00298141,NATIONAL TAXPAYERS UNION CAMPAIGN FUND,1,2012,S,2.61
H0FL02110,"SOUTHERLAND, WILLIAM STEVE II",C00393769,OCEAN CHAMPIONS POLITICAL ACTION COMMITTEE,2,2012,O,450.0
H0FL02110,"SOUTHERLAND, WILLIAM STEVE II",C00484287,WORKERS' VOICE,32,2012,O,5923.17
H0FL02110,"SOUTHERLAND, WILLIAM STEVE II",C00484287,WORKERS' VOICE,1,2012,S,3.66
H0FL02110,"SOUTHERLAND, WILLIAM STEVE II",C00489625,FAITH FAMILY FREEDOM FUND,1,2012,S,5400.0
H0FL02110,"SOUTHERLAND, WILLIAM STEVE II",C00495028,HOUSE MAJORITY PAC,6,2012,O,299524.56
H0FL02110,"SOUTHERLAND, WILLIAM STEVE II",C00499020,FREEDOMWORKS FOR AMERICA,5,2012,S,70579.0
H0FL02110,"SOUTHERLAND, WILLIAM STEVE II",C90011685,THE 60 PLUS ASSOCIATION,1,2012,S,497.81
H0FL02110,"SOUTHERLAND, WILLIAM STEVE II",C90012956,PATRIOT MAJORITY USA,2,2012,O,125949.99
H0FL02110,"SOUTHERLAND, WILLIAM STEVE II",C90013301,NATIONAL RIFLE ASSOCIATION INSTITUTE FOR LEGISLATIVE ACTION,8,2012,S,24948.3
H0FL05139,"NUGENT, RICHARD B",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,1,2012,S,1.34
H0FL08208,"WEBSTER, DANIEL",C00000935,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,8,2012,O,1428604.85
H0FL08208,"WEBSTER, DANIEL",C00004036,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),2,2012,O,223307.54
H0FL08208,"WEBSTER, DANIEL",C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,17,2012,S,1352.05
H0FL08208,"WEBSTER, DANIEL",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,6,2012,S,7084.74
H0FL08208,"WEBSTER, DANIEL",C00473918,WOMEN VOTE!,11,2012,O,168362.39
H0FL08208,"WEBSTER, DANIEL",C00484287,WORKERS' VOICE,12,2012,O,306.66
H0FL08208,"WEBSTER, DANIEL",C00495028,HOUSE MAJORITY PAC,2,2012,O,223307.54
H0FL08208,"WEBSTER, DANIEL",C00509893,NATIONAL RIGHT TO LIFE VICTORY FUND,2,2012,S,8072.5
H0FL08208,"WEBSTER, DANIEL",C00532705,INDEPENDENCE USA PAC,4,2012,O,278949.39
H0FL08208,"WEBSTER, DANIEL",C90011685,THE 60 PLUS ASSOCIATION,1,2012,S,718.03
H0FL08208,"WEBSTER, DANIEL",C90013301,NATIONAL RIFLE ASSOCIATION INSTITUTE FOR LEGISLATIVE ACTION,8,2012,S,20092.27
H0FL12101,"ROSS, DENNIS ALAN",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,1,2012,S,1.34
H0FL17068,"WILSON, FREDERICA S",C00135368,SIERRA CLUB POLITICAL COMMITTEE,1,2012,S,10.0
H2FL06109,"YOHO, THEODORE SCOTT MR.",C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,1,2012,S,92.98
H2FL06109,"YOHO, THEODORE SCOTT MR.",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,6,2012,S,10080.01
H2FL06109,"YOHO, THEODORE SCOTT MR.",C90011685,THE 60 PLUS ASSOCIATION,1,2012,S,175.0
H2FL00292,"DESANTIS, RONALD D",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,3,2012,S,4801.96
H2FL00292,"DESANTIS, RONALD D",C00298141,NATIONAL TAXPAYERS UNION CAMPAIGN FUND,1,2012,S,2.61
H2FL00292,"DESANTIS, RONALD D",C00432260,CLUB FOR GROWTH PAC,9,2012,S,7767.72
H2FL00292,"DESANTIS, RONALD D",C00499020,FREEDOMWORKS FOR AMERICA,9,2012,S,3507.68
H2FL00292,"DESANTIS, RONALD D",C00514737,COASTAL FLORIDA'S FUTURE PAC,1,2012,O,15355.95
H2FL00292,"DESANTIS, RONALD D",C90011685,THE 60 PLUS ASSOCIATION,1,2012,S,175.0
H2FL00292,"DESANTIS, RONALD D",C90013038,YG NETWORK INC.,1,2012,S,12966.67
H2FL22072,"MURPHY, PATRICK",C00135368,SIERRA CLUB POLITICAL COMMITTEE,1,2012,S,300.0
H2FL22072,"MURPHY, PATRICK",C00252940,LEAGUE OF CONSERVATION VOTERS ACTION FUND,4,2012,S,71.0
H2FL22072,"MURPHY, PATRICK",C00484287,WORKERS' VOICE,40,2012,S,7461.64
H2FL22072,"MURPHY, PATRICK",C00499020,FREEDOMWORKS FOR AMERICA,5,2012,O,56699.59
H2FL22072,"MURPHY, PATRICK",C00509455,AMERICAN SUNRISE ,2,2012,S,65776.03
H2FL22072,"MURPHY, PATRICK",C00517417,FREEDOM PAC,1,2012,O,11500.0
H2FL22072,"MURPHY, PATRICK",C00521013,FLORIDA FREEDOM PAC,110,2012,S,76896.12
H2FL22072,"MURPHY, PATRICK",C00524793,TREASURE COAST JOBS COALITION,29,2012,O,2063961.09
H2FL22072,"MURPHY, PATRICK",C00526673,FAIR SHARE ACTION,4,2012,S,39177.31
H2FL22072,"MURPHY, PATRICK",C00532812,PROGRESSIVE USA VOTERS,5,2012,S,52026.64
H2FL22072,"MURPHY, PATRICK",C90010570,FAIR SHARE ALLIANCE INC,4,2012,S,66.34
H2FL22072,"MURPHY, PATRICK",C90014028,J STREET,1,2012,S,5000.0
H2FL22072,"MURPHY, PATRICK",C90014051,FLORIDA ALLIANCE OF PLANNED PARENTHOOD AFFILIATES,1,2012,S,22281.66
H2FL14194,"RADEL, HENRY J. III",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,1,2012,S,1.34
H2FL14194,"RADEL, HENRY J. III",C00521237,CONSERVATIVE VALUES PROJECT,5,2012,S,134525.0
H2FL14194,"RADEL, HENRY J. III",C00521757,CHARACTER COUNTS POLITICAL ACTION COMMITTE INC,3,2012,O,131890.18
