candidate_id,status,district,has_raised_funds,incumbent_challenge,name,office,party,committees,state
H2TX23074,N,23,False,Challenger,"ALTER, DAVID",House,LIBERTARIAN PARTY,[],TX
H0NY16036,P,10,True,Challenger,"ALTER, SUSAN D",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H0NY16036'], 'committee_id': 'C00275362', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1992, 1994, 1996, 1998], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '1992-09-01', 'first_file_date': '1992-09-01', 'last_f1_date': '1998-04-10', 'last_file_date': '1998-06-19', 'name': ""SUSAN ALTER FOR CONGRESS COMMITTEE '92"", 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'NY', 'treasurer_name': 'SANDRA DEL PRIORE'}, {'affiliated_committee_name': None, 'candidate_ids': ['H0NY16036'], 'committee_id': 'C00123794', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994], 'designation': 'A', 'designation_full': 'Authorized by a candidate', 'filing_frequency': 'T', 'first_f1_date': '1980-03-29', 'first_file_date': '1980-03-29', 'last_f1_date': '1982-05-13', 'last_file_date': '1994-09-30', 'name': 'SUSAN ALTER FOR CONGRESS COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'NY', 'treasurer_name': 'SANDRA DELPRIORE'}]",NY
H2VA02072,C,02,True,Challenger,"ALTMAN, LARRY THOMAS III",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H2VA02072'], 'committee_id': 'C00780544', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2022], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2021-05-24', 'first_file_date': '2021-05-24', 'last_f1_date': '2022-01-26', 'last_file_date': '2022-09-07', 'name': 'TOMMY FOR VIRGINIA', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'VA', 'treasurer_name': 'DATWYLER, THOMAS'}]",VA
H0MD08088,N,08,False,Challenger,"ALTMAN, SIDNEY",House,INDEPENDENT,[],MD
H2MD08092,N,08,False,Challenger,"ALTMAN, SIDNEY",House,DEMOCRATIC PARTY,[],MD
H4NJ07107,C,07,True,Challenger,"ALTMAN, SUSAN COPIUS",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4NJ07107'], 'committee_id': 'C00841643', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2023-05-31', 'first_file_date': '2023-05-31', 'last_f1_date': '2023-05-31', 'last_file_date': '2023-07-15', 'name': 'ALTMAN FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'NJ', 'treasurer_name': 'MOORE, TRACIE'}]",NJ
H4WV01017,P,01,True,Challenger,"ALTMEYER, JAMES E",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H4WV01017'], 'committee_id': 'C00172403', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1984, 1986, 1988, 1990, 1992, 1994], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '1983-11-15', 'first_file_date': '1983-11-15', 'last_f1_date': '1983-11-15', 'last_file_date': '1993-11-17', 'name': 'JIM ALTMEYER FOR CONGRESS COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'WV', 'treasurer_name': 'JOSEPH N GOMPERS'}]",WV
H6PA04110,P,12,True,Challenger,"ALTMIRE, JASON",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'JARED POLIS VICTORY FUND', 'candidate_ids': ['H6PA04110'], 'committee_id': 'C00413310', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2006, 2008, 2010, 2012], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2005-07-19', 'first_file_date': '2005-07-19', 'last_f1_date': '2010-01-19', 'last_file_date': '2012-09-18', 'name': 'CITIZENS FOR ALTMIRE', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'PA', 'treasurer_name': 'CLARKE, JOANN'}]",PA
H4WA05036,P,05,True,Challenger,"ALTON, DUANE",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H4WA05036'], 'committee_id': 'C00295006', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1994, 1996], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '1994-06-07', 'first_file_date': '1994-06-07', 'last_f1_date': '1994-06-07', 'last_file_date': '1995-08-18', 'name': 'DUANE ALTON FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'WA', 'treasurer_name': 'ROBERT E MOE'}]",WA
H6WA05056,P,05,True,,"ALTON, ELVIN DUANE",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H6WA05056'], 'committee_id': 'C00070250', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1976, 1978, 1980, 1982], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '1976-10-13', 'first_file_date': '1976-10-13', 'last_f1_date': '1979-04-27', 'last_file_date': '1982-02-22', 'name': 'ALTON FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'WA', 'treasurer_name': 'ROBERT J. WOMBACHER'}]",WA
H6MD03383,P,03,True,Open seat,"ALTSCHULER, BRUCE ROBERT",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H6MD03383'], 'committee_id': 'C00425942', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2006, 2008], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2006-06-23', 'first_file_date': '2006-06-23', 'last_f1_date': '2006-06-23', 'last_file_date': '2007-01-16', 'name': 'ALTSCHULERFORUSCONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'MD', 'treasurer_name': 'STEPHEN FREIMAN'}]",MD
H0NY01129,P,01,True,Challenger,"ALTSCHULER, RANDOLPH MR.",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'YOUNG GUNS 2012 ROUND 1', 'candidate_ids': ['H0NY01129'], 'committee_id': 'C00465245', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2010, 2012, 2014], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2009-08-10', 'first_file_date': '2009-08-10', 'last_f1_date': '2013-07-08', 'last_file_date': '2013-08-28', 'name': 'RANDY ALTSCHULER FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'NC', 'treasurer_name': 'BERGSON, HOWARD M. HON.'}]",NY
H8HI02133,P,02,True,Challenger,"ALU CAMPAGNA, SHERYL FRANCYS",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H8HI02133'], 'committee_id': 'C00660340', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2018, 2020], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '2017-11-13', 'first_file_date': '2017-11-13', 'last_f1_date': '2018-06-28', 'last_file_date': '2020-07-15', 'name': 'FRIENDS OF SHERRY CAMPAGNA', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'HI', 'treasurer_name': 'ALU CAMPAGNA, SHERYL FRANCYS'}]",HI
H2MD04075,C,04,True,Open seat,"ALUISI, FRANCIS JOSEPH",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2MD04075'], 'committee_id': 'C00263277', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1992], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '1992-03-23', 'first_file_date': '1992-03-23', 'last_f1_date': '1992-04-17', 'last_file_date': '1992-08-12', 'name': ""CITIZEN'S FOR ALUISI FOR CONGRESS"", 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'MD', 'treasurer_name': 'DIANNE D MCCLARY'}]",MD
H4TX23153,N,23,False,Challenger,"ALVARADO, ARNULFO H",House,DEMOCRATIC PARTY,[],TX
H2TX15146,C,15,True,Challenger,"ALVARADO, ELIZA DR.",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H2TX15146'], 'committee_id': 'C00792275', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2022], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2021-10-21', 'first_file_date': '2021-10-21', 'last_f1_date': '2021-10-21', 'last_file_date': '2022-04-20', 'name': 'ELIZA ALVARADO FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'treasurer_name': 'ELIZONDO, DOLLY'}]",TX
H2TX06095,P,12,True,Challenger,"ALVARADO, FELIX",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2TX06095'], 'committee_id': 'C00408294', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2004, 2006], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2004-07-14', 'first_file_date': '2004-02-23', 'last_f1_date': '2005-10-13', 'last_file_date': '2006-02-21', 'name': 'COMMITTEE TO ELECT ALVARADO', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'treasurer_name': 'JOSEPH HARLEN LOBLEY'}, {'affiliated_committee_name': None, 'candidate_ids': ['H2TX06095'], 'committee_id': 'C00373431', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2002, 2004], 'designation': 'A', 'designation_full': 'Authorized by a candidate', 'filing_frequency': 'T', 'first_f1_date': '2002-02-20', 'first_file_date': '2002-02-20', 'last_f1_date': '2002-02-20', 'last_file_date': '2004-07-09', 'name': 'COMMITTEE TO ELECT ALVARADO', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'treasurer_name': 'FRANK ALVARADO JR'}]",TX
H4TX18039,N,18,False,,"ALVARADO, JOSE",House,INDEPENDENT,[],TX
H2TX35045,P,35,True,Open seat,"ALVARADO, MARIA LUISA",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2TX35045'], 'committee_id': 'C00508671', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014, 2016], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '2012-01-04', 'first_file_date': '2012-01-04', 'last_f1_date': '2012-01-04', 'last_file_date': '2015-11-12', 'name': 'MARIA LUISA ALVARADO FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'treasurer_name': 'SAMUEL ALVARADO'}]",TX
H2TX35086,P,35,True,Challenger,"ALVARADO, SIMON",House,UNKNOWN,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2TX35086'], 'committee_id': 'C00528000', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2012-08-21', 'first_file_date': '2012-08-21', 'last_f1_date': '2012-10-15', 'last_file_date': '2013-05-07', 'name': 'SIMON FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'TX', 'treasurer_name': 'IRMA MATHIS'}]",TX
H2TX22134,N,09,True,Challenger,"ALVAREZ, ANDREW RUBEN",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H2TX22134'], 'committee_id': 'C00745356', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2020-05-01', 'first_file_date': '2020-05-01', 'last_f1_date': '2021-10-18', 'last_file_date': '2022-01-31', 'name': 'ANDREW ALVAREZ FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'TX', 'treasurer_name': 'VALADEZ, BRIAN Q'}]",TX
H8CA34340,N,34,False,Challenger,"ALVAREZ, SIMON MARK",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H8CA34340'], 'committee_id': 'C00783878', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2021-07-06', 'first_file_date': '2021-07-06', 'last_f1_date': '2021-07-06', 'last_file_date': '2021-08-31', 'name': 'REMARKABLE FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'treasurer_name': 'ALVAREZ, SIMON MARK'}, {'affiliated_committee_name': 'NONE', 'candidate_ids': ['H8CA34340'], 'committee_id': 'C00656652', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2018, 2020], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '2017-10-01', 'first_file_date': '2017-10-01', 'last_f1_date': '2017-10-01', 'last_file_date': '2019-11-05', 'name': 'SIMON ALVAREZ AS YOUR CONGRESSMAN', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'treasurer_name': 'ALVAREZ, SIMON MARK'}]",CA
H8NY12087,N,12,False,Challenger,"ALVAREZ, VINCENT C.",House,DEMOCRATIC PARTY,[],NY
H0AL06062,N,06,False,Challenger,"ALVEREZ, DAVID A",House,INDEPENDENT,[],AL
H4FL04050,N,04,False,Challenger,"ALVERO, ROBERT",House,REPUBLICAN PARTY,[],FL
H2GA10174,N,10,True,Open seat,"ALVEY, ANDREW",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H2GA10174'], 'committee_id': 'C00781138', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2022], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2021-06-01', 'first_file_date': '2021-06-01', 'last_f1_date': '2021-06-01', 'last_file_date': '2022-05-04', 'name': 'ANDREW ALVEY FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'GA', 'treasurer_name': 'ALVEY, ANDREW RAY'}]",GA
H6FL06084,N,06,False,Challenger,"ALVEY, WILLIAM FREDRICK",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H6FL06084'], 'committee_id': 'C00208215', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1986], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '1986-06-25', 'first_file_date': '1986-06-25', 'last_f1_date': '1986-06-25', 'last_file_date': '1986-08-22', 'name': 'COMMITTEE TO ELECT BILL ALVEY TO CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'FL', 'treasurer_name': 'MAFALDA MARIE ALVEY'}]",FL
H6MD08432,N,08,False,Challenger,"ALZONA, GUS",House,REPUBLICAN PARTY,[],MD
H0NJ14119,N,14,False,Challenger,"AMABILE, ANTHONY A",House,UNKNOWN,[],NJ
H0AZ01010,C,01,True,,"AMACHER, RYAN CUSTER",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H0AZ01010'], 'committee_id': 'C00111831', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1980], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '1979-07-31', 'first_file_date': '1979-07-31', 'last_f1_date': '1980-04-16', 'last_file_date': '1981-01-30', 'name': ""COMMITTEE FOR AMACHER '80"", 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'AZ', 'treasurer_name': 'DONALD D KLONTZ'}]",AZ
H0CA09125,P,09,True,Challenger,"AMADOR, ANTONIO",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H0CA09125'], 'committee_id': 'C00728618', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2020, 2022], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2019-11-25', 'first_file_date': '2019-11-25', 'last_f1_date': '2019-11-25', 'last_file_date': '2021-01-31', 'name': 'AMADOR FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'treasurer_name': 'SLATER, JEN'}]",CA
H0CA11337,P,09,True,Challenger,"AMADOR, ANTONIO C",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H0CA11337'], 'committee_id': 'C00613083', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2016, 2018], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2016-03-28', 'first_file_date': '2016-03-28', 'last_f1_date': '2016-03-28', 'last_file_date': '2017-01-27', 'name': 'AMADOR 4 CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'treasurer_name': 'SLATER, JEN'}, {'affiliated_committee_name': 'NONE', 'candidate_ids': ['H0CA11337'], 'committee_id': 'C00553289', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2014, 2016], 'designation': 'A', 'designation_full': 'Authorized by a candidate', 'filing_frequency': 'T', 'first_f1_date': '2013-12-09', 'first_file_date': '2013-12-09', 'last_f1_date': '2014-01-31', 'last_file_date': '2015-03-02', 'name': 'TONY AMADOR FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'treasurer_name': 'SLATER, JEN'}, {'affiliated_committee_name': None, 'candidate_ids': ['H0CA11337'], 'committee_id': 'C00466029', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2010], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2009-08-26', 'first_file_date': '2009-08-26', 'last_f1_date': '2009-08-26', 'last_file_date': '2010-10-26', 'name': ""ANTONIO 'TONY' AMADOR FOR CONGRESS"", 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'treasurer_name': 'BETTY PRESLEY'}]",CA
H8CA10076,C,10,True,Challenger,"AMADOR, DONALD CHARLES",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H8CA10076'], 'committee_id': 'C00334243', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1998], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '1998-03-02', 'first_file_date': '1998-03-02', 'last_f1_date': '1998-03-02', 'last_file_date': '1998-07-31', 'name': 'AMADOR FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'treasurer_name': 'LORIN C HADDEN'}]",CA
H6CA39103,C,39,True,Challenger,"AMADOR, FRANK",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H6CA39103'], 'committee_id': 'C00413690', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2006], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2005-08-01', 'first_file_date': '2005-08-01', 'last_f1_date': '2006-01-19', 'last_file_date': '2006-08-08', 'name': 'COMMITTEE TO ELECT FRANK AMADOR', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'treasurer_name': 'AMADOR, FRANK Esq.'}]",CA
H6IL04088,N,04,False,Challenger,"AMADOR, VICTOR",House,DEMOCRATIC PARTY,[],IL
H6MD03037,P,03,False,,"AMAIMO, MORGAN L",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H6MD03037'], 'committee_id': 'C00123430', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1980, 1982], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '1980-03-28', 'first_file_date': '1980-03-28', 'last_f1_date': '1980-03-28', 'last_file_date': '1981-12-03', 'name': 'AMAIMO FOR CONGRESS COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'MD', 'treasurer_name': 'JOSEPH F STEWARD'}]",MD
H4MI13077,C,13,True,Open seat,"AMANN, BRYAN LEE",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H4MI13077'], 'committee_id': 'C00289496', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1994], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '1994-02-14', 'first_file_date': '1994-02-14', 'last_f1_date': '1994-02-14', 'last_file_date': '1994-05-27', 'name': 'BRYAN AMANN FOR U S CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'MI', 'treasurer_name': 'DONALD A RUARK'}]",MI
H4NJ07073,P,07,False,Open seat,"AMAR, AMAR DEV",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H4NJ07073'], 'committee_id': 'C00449207', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2008], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2008-04-24', 'first_file_date': '2008-04-24', 'last_f1_date': '2008-06-16', 'last_file_date': '2008-12-09', 'name': 'AMAR FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'NJ', 'treasurer_name': 'SNEH L AMAR'}]",NJ
H2VA04078,N,02,True,Open seat,"AMARASINGHE, D. C.",House,GREEN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2VA04078'], 'committee_id': 'C00383778', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2002], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2002-12-10', 'first_file_date': '2002-12-10', 'last_f1_date': '2002-12-10', 'last_file_date': '2003-01-03', 'name': 'D C FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'GRE', 'party_full': 'GREEN PARTY', 'state': 'VA', 'treasurer_name': 'CATHY KOTRBA'}]",VA
H8CA28136,N,28,False,Challenger,"AMARU, ARNOLD 'ARNIE'",House,REPUBLICAN PARTY,[],CA
H0MI03126,P,03,True,Incumbent,"AMASH, JUSTIN",House,INDEPENDENT,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H0MI03126'], 'committee_id': 'C00476291', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2010-02-12', 'first_file_date': '2010-02-12', 'last_f1_date': '2021-01-08', 'last_file_date': '2023-07-14', 'name': 'JUSTIN AMASH FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'IND', 'party_full': 'INDEPENDENT', 'state': 'MI', 'treasurer_name': 'BUSH, JORDAN'}]",MI
H8AL02189,P,02,True,Challenger,"AMASON, THOMAS MARRION III",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H8AL02189'], 'committee_id': 'C00651661', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2018, 2020], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2017-07-27', 'first_file_date': '2017-07-27', 'last_f1_date': '2017-07-27', 'last_file_date': '2019-05-08', 'name': 'TOMMY AMASON FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'AL', 'treasurer_name': 'AMASON, LEANN'}]",AL
