committee_id,committee_name,count,recipient_id,recipient_name,total
C00236414,TRANSAMERICA CORPORATION PAC,1,C00106740,AMERICAS HEALTH INSURANCE PLANS PAC (AHIP PAC),2000.0
C00404194,"GENWORTH FINANCIAL, INC. POLITICAL ACTION COMMITTEE (GENWORTH PAC)",2,C00106740,AMERICAS HEALTH INSURANCE PLANS PAC (AHIP PAC),5000.0
C00412247,EMBLEMHEALTH SERVICES COMPANY LLC FEDERAL PAC (AKA EMBLEMHEALTH PAC),1,C00106740,AMERICAS HEALTH INSURANCE PLANS PAC (AHIP PAC),5000.0
C00428102,AMERIGROUP CORPORATION POLITICAL ACTION COMMITTEE (AMERIGROUP PAC),1,C00106740,AMERICAS HEALTH INSURANCE PLANS PAC (AHIP PAC),5000.0
C00432401,BEN NELSON 2012,1,C00106740,AMERICAS HEALTH INSURANCE PLANS PAC (AHIP PAC),2000.0
C00433029,UNIVERSAL AMERICAN CORP. PAC,1,C00106740,AMERICAS HEALTH INSURANCE PLANS PAC (AHIP PAC),3000.0
C00271007,HUMANA INC. POLITICAL ACTION COMMITTEE,2,C00106740,AMERICAS HEALTH INSURANCE PLANS PAC (AHIP PAC),10000.0
C00156166,TRUSTMARK INSURANCE COMPANY POLITICAL ACTION COMMITTEE (TRUSTPAC),1,C00106740,AMERICAS HEALTH INSURANCE PLANS PAC (AHIP PAC),5000.0
C00323758,INDEPENDENT HEALTH ASSOCIATION INC POLITICAL ALLIANCE,1,C00106740,AMERICAS HEALTH INSURANCE PLANS PAC (AHIP PAC),5000.0
C00431429,MVP HEALTH CARE INC. FEDERAL PAC,3,C00106740,AMERICAS HEALTH INSURANCE PLANS PAC (AHIP PAC),11000.0
C00043992,"CITIZENS FOR GLOBAL SOLUTIONS, INC. POLITICAL ACTION COMMITTEE -- GLOBAL SOLUTIONS PAC",1,C00508366,AMERICA'S IMPACT POLITICAL FUND,30.0
C00519900,BERA VICTORY FUND,1,C00461756,CA ASSOCIATION OF PHYSICIAN GROUPS FEDERAL PAC (CAPG FEDERAL PAC),1000.0
C00432401,BEN NELSON 2012,1,C00428102,AMERIGROUP CORPORATION POLITICAL ACTION COMMITTEE (AMERIGROUP PAC),4000.0
C00179010,UNION CENTRAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE (UCL PAC),1,C00187138,AMERITAS LIFE INSURANCE CORP. POLITICAL ACTION COMMITTEE,17786.0
C00027466,NRSC,1,C00432856,MACANDREWS AND FORBES HOLDINGS INC POLITICAL ACTION COMMITTEE (MAFPAC),5000.0
C00478354,BOEHNER FOR SPEAKER,1,C00432856,MACANDREWS AND FORBES HOLDINGS INC POLITICAL ACTION COMMITTEE (MAFPAC),5000.0
C00280206,CITIZENS FOR ARLEN SPECTER,1,C00432856,MACANDREWS AND FORBES HOLDINGS INC POLITICAL ACTION COMMITTEE (MAFPAC),-5000.0
C00202754,FRIENDS OF KENT CONRAD,1,C00251876,AMGEN INC. POLITICAL ACTION COMMITTEE,1000.0
C00432401,BEN NELSON 2012,1,C00251876,AMGEN INC. POLITICAL ACTION COMMITTEE,4500.0
C00279521,ARIZONA FUND,3,C00251876,AMGEN INC. POLITICAL ACTION COMMITTEE,5000.0
C00291955,OLYMPIA'S LIST,1,C00251876,AMGEN INC. POLITICAL ACTION COMMITTEE,5000.0
C00390674,FREEDOM FUND,2,C00034488,ANHEUSER-BUSCH COMPANIES INC. POLITICAL ACTION COMMITTEE,0.0
C00010322,AMERICAN POSTAL WORKERS UNION COMMITTEE ON POLITICAL ACTION,1,C00295642,APARTMENT AND OFFICE BUILDING ASSOCIATION OF METROPOLITAN WASHINGTON D C INC METRO PAC-FED,3000.0
C00414805,"GOLDEN PEANUT COMPANY,  LLC POLITICAL ACTION COMMITTEE",3,C00093963,ARCHER DANIELS MIDLAND COMPANY-ADM PAC,80025.0
C00432401,BEN NELSON 2012,1,C00093963,ARCHER DANIELS MIDLAND COMPANY-ADM PAC,2500.0
C00266932,CHAMBLISS FOR SENATE,1,C00093963,ARCHER DANIELS MIDLAND COMPANY-ADM PAC,3500.0
C00443218,WICKER FOR SENATE,1,C00167668,ARCH COAL INC. POLITICAL ACTION COMMITTEE (ARCHPAC),1000.0
C00493015,MONTANANS FOR REHBERG,1,C00167668,ARCH COAL INC. POLITICAL ACTION COMMITTEE (ARCHPAC),3000.0
C00494930,"CITIZENS FOR JOSH MANDEL, INC.",1,C00167668,ARCH COAL INC. POLITICAL ACTION COMMITTEE (ARCHPAC),1000.0
C00496703,BERG FOR SENATE,1,C00167668,ARCH COAL INC. POLITICAL ACTION COMMITTEE (ARCHPAC),1000.0
C00518597,2012 SENATORS CLASSIC COMMITTEE,1,C00167668,ARCH COAL INC. POLITICAL ACTION COMMITTEE (ARCHPAC),2000.0
C00325720,SENIOR CARE INC FEDERAL PAC,1,C00338020,ASSISTED LIVING FEDERATION OF AMERICA,5000.0
C00409516,"DIRECT SUPPLY, INC. PARTNERS PAC (DSI PARTNERS PAC)",2,C00338020,ASSISTED LIVING FEDERATION OF AMERICA,10000.0
C00351924,BOK FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,1,C00039941,ARIZONA BANKERS ASSOCIATION POLITICAL ACTION COMMITTEE,1500.0
C00123885,SIMMONS FIRST NATIONAL BANK POLITICAL ACTION COMMITTEE (SIMPAC) FEDERAL FUND,2,C00328278,ARKANSAS BANKERS ASSOCIATION PAC INC,1000.0
C00336768,ARVEST BANK GROUP INC PAC INC,2,C00328278,ARKANSAS BANKERS ASSOCIATION PAC INC,10000.0
C00313494,"STEVE ROTHMAN FOR NEW JERSEY, INC.",1,C00146969,ARMENIAN NATIONAL COMMITTEE PAC,250.0
C00402313,HERCULES INCORPORATED VOLUNTARY POLITICAL ACTION COMMITTEE,1,C00075994,ASHLAND INC. POLITICAL ACTION COMMITTEE FOR EMPLOYEES (PACE),1830.0
C00518282,"ROMNEY VICTORY, INC.",1,C00177741,ASPLUNDH TREE EXPERT CO POLITICAL ACTION COMMITTEE (ATE PAC),5000.0
C00219642,"ENTERPRISE HOLDINGS, INC. POLITICAL ACTION COMMITTEE",1,C00010421,ASSOCIATED BUILDERS AND CONTRACTORS POLITICAL ACTION COMMITTEE (ABC PAC),1000.0
C00142299,JACOBS ENGINEERING GROUP INC. POLITICAL ACTION COMMITTEE (JACOBS PAC),1,C00010421,ASSOCIATED BUILDERS AND CONTRACTORS POLITICAL ACTION COMMITTEE (ABC PAC),2000.0
C00343681,"PECKHAM INDUSTRIES, INC. FEDERAL PAC",1,C00382382,ASSOCIATED GENERAL CONTRACTORS NEW YORK STATE CHAPTER FEDERAL PAC,5000.0
C00384529,LISA MURKOWSKI FOR US SENATE,1,C00082917,ASSOCIATED GENERAL CONTRACTORS OF AMERICA POLITICAL ACTION COMMITTEE,2500.0
C00332395,VIATRIS INC. POLITICAL ACTION COMMITTEE (VIAPAC),2,C00383463,GENERIC PHARMACEUTICAL ASSOCIATION POLITICAL ACTION COMMITTEE,10000.0
C00391086,"ALLERGAN, INC. POLITICAL ACTION COMMITTEE",3,C00383463,GENERIC PHARMACEUTICAL ASSOCIATION POLITICAL ACTION COMMITTEE,10000.0
C00432401,BEN NELSON 2012,1,C00383463,GENERIC PHARMACEUTICAL ASSOCIATION POLITICAL ACTION COMMITTEE,5000.0
C00433284,HOSPIRA INC PAC LLC,1,C00383463,GENERIC PHARMACEUTICAL ASSOCIATION POLITICAL ACTION COMMITTEE,5000.0
C00434811,TEVA PHARMACEUTICALS USA INC. POLITICAL ACTION COMMITTEE (TEVA PAC),2,C00383463,GENERIC PHARMACEUTICAL ASSOCIATION POLITICAL ACTION COMMITTEE,10000.0
C00227546,MICROSOFT CORPORATION STAKEHOLDERS VOLUNTARY PAC - MSVPAC,1,C00353284,ASSOCIATION FOR COMPETITIVE TECHNOLOGY POLITICAL ACTION COMMITTEE,5000.0
C00202754,FRIENDS OF KENT CONRAD,1,C00280743,ASSOCIATION OF AMERICAN RAILROADS POLITICAL ACTION COMMITTEE (RAILPAC),2000.0
C00009282,NORFOLK SOUTHERN CORPORATION GOOD GOVERNMENT FUND,2,C00280743,ASSOCIATION OF AMERICAN RAILROADS POLITICAL ACTION COMMITTEE (RAILPAC),10000.0
C00010470,UNION PACIFIC CORP. FUND FOR EFFECTIVE GOVERNMENT,2,C00280743,ASSOCIATION OF AMERICAN RAILROADS POLITICAL ACTION COMMITTEE (RAILPAC),10000.0
C00235739,BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC),2,C00280743,ASSOCIATION OF AMERICAN RAILROADS POLITICAL ACTION COMMITTEE (RAILPAC),10000.0
C00430686,WEBB FOR SENATE,1,C00280743,ASSOCIATION OF AMERICAN RAILROADS POLITICAL ACTION COMMITTEE (RAILPAC),2000.0
C00163832,CSX CORPORATION GOOD GOVERNMENT FUND,2,C00280743,ASSOCIATION OF AMERICAN RAILROADS POLITICAL ACTION COMMITTEE (RAILPAC),10000.0
C00204099,DEERE & COMPANY PAC (AKA JOHN DEERE PAC),2,C00442996,ASSOCIATION OF EQUIPMENT MANUFACTURERS POLITICAL ACTION COMMITTEE,10000.0
C00148031,CATERPILLAR INC. POLITICAL ACTION COMMITTEE (CATPAC),2,C00442996,ASSOCIATION OF EQUIPMENT MANUFACTURERS POLITICAL ACTION COMMITTEE,5000.0
C00287847,MANITOWOC COMPANY POLITICAL ACTION COMMITTEE,1,C00442996,ASSOCIATION OF EQUIPMENT MANUFACTURERS POLITICAL ACTION COMMITTEE,1000.0
C00410324,"UPBOUND GROUP, INC. GOOD GOVERNMENT POLITICAL ACTION COMMITTEE",1,C00166223,ASSOCIATION OF PROGRESSIVE RENTAL ORGANIZATIONS POLITICAL ACTION COMMITTEE,5000.0
C00492231,FRIENDS OF MIKE H,1,C00413856,ASSOCIATIONS INC. PAC/ASSOCIA PAC,2500.0
C00432401,BEN NELSON 2012,1,C00185694,ASSURANT INC. POLITICAL ACTION COMMITTEE,1500.0
C00476374,HOOSIERS FOR CONSERVATIVE GOVERNMENT,1,C00444885,ASTELLAS US LLC PAC (ASTELLAS PAC),1000.0
C00235515,FRIENDS OF JOE LIEBERMAN,1,C00109017,AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC),5000.0
C00411579,ACTON PAC,1,C00109017,AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC),1000.0
C00430686,WEBB FOR SENATE,1,C00109017,AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC),2500.0
C00432401,BEN NELSON 2012,1,C00109017,AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC),2000.0
C00279521,ARIZONA FUND,1,C00109017,AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC),2000.0
C00291955,OLYMPIA'S LIST,1,C00109017,AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC),5000.0
C00402800,PROGRESSIVE VOTE AKA PROGRESSIVE DEMOCRATS OF AMERICA,1,C00335026,AVIS/BUDGET GROUP PAC,160.0
C00122176,FRIENDS OF DICK LUGAR INC,1,C00281212,BAE SYSTEMS INC. POLITICAL ACTION COMMITTEE (BAE SYSTEMS USA PAC),2500.0
C00407437,COMPORIUM INC PAC,1,C00099754,BAKEPAC - THE POLITICAL ACTION COMMITTEE OF THE INDEPENDENT BAKERS ASSOCIATION,1500.0
C00122176,FRIENDS OF DICK LUGAR INC,1,C00431072,"BAKER, DONELSON, BEARMAN, CALDWELL & BERKOWITZ, PC PAC",2000.0
C00091892,CITIZENS FOR COCHRAN,1,C00431072,"BAKER, DONELSON, BEARMAN, CALDWELL & BERKOWITZ, PC PAC",2000.0
C00004275,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),1,C00085977,BANKERS UNITE IN LEGISLATIVE DECISIONS AKA BUILD (FKA IOWA BANKERS ASSOC),5000.0
C00164145,UNITED SERVICES AUTOMOBILE ASSOCIATION EMPLOYEE PAC - USAA EMPLOYEE PAC,1,C00085977,BANKERS UNITE IN LEGISLATIVE DECISIONS AKA BUILD (FKA IOWA BANKERS ASSOC),500.0
C00043489,BANK OF AMERICA CORPORATION STATE AND FEDERAL PAC,1,C00364778,BANK OF AMERICA CORPORATION FEDERAL PAC,1680.0
C00432401,BEN NELSON 2012,1,C00364778,BANK OF AMERICA CORPORATION FEDERAL PAC,3000.0
C00280206,CITIZENS FOR ARLEN SPECTER,1,C00364778,BANK OF AMERICA CORPORATION FEDERAL PAC,-5000.0
C00291955,OLYMPIA'S LIST,1,C00364778,BANK OF AMERICA CORPORATION FEDERAL PAC,1500.0
C00032607,SYNOVUS FINANCIAL CORP. FUND FOR EFFECTIVE LEADERSHIP,1,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,5000.0
C00094581,MUTUAL OF OMAHA COMPANIES PAC (IMPAC),2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00095109,AZOA SERVICES CORPORATION POLITICAL ACTION COMMITTEE (ALLIANZ OF AMERICA PAC),2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,6000.0
C00165589,HUNTINGTON BANCSHARES INC. POLITICAL ACTION COMMITTEE  (HBI-PAC),1,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,5000.0
C00033423,"HSBC NORTH AMERICA FEDERAL, STATE AND LOCAL POLITICAL ACTION COMMITTEE (HSBC COMBINED PAC)",2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,5000.0
C00168864,"THE HARTFORD FINANCIAL SERVICES GROUP, INC. PAC (AKA THE HARTFORD ADVOCATES FUND)",2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00171843,LIBERTY MUTUAL INSURANCE COMPANY - PAC,4,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00172205,MUFG AMERICAS HOLDINGS CORPORATION POLITICAL ACTION COMMITTEE,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00177436,UNUM GROUP POLITICAL ACTION COMMITTEE (UNUMPAC),2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00035519,"BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE OF THE PNC FINANCIAL SERVICES GROUP, INC. (PNC PAC)",1,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,2500.0
C00180901,AVIVA USA CORPORATION POLITICAL ACTION COMMITTEE ,1,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,2000.0
C00183962,CADENCE BANK PAC,1,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,5000.0
C00184028,"VOYA FINANCIAL, INC., POLITICAL ACTION COMMITTEE (VOYA FINANCIAL PAC)",2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00185694,ASSURANT INC. POLITICAL ACTION COMMITTEE,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00186064,"FEDERAL BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE OF THE PNC FINANCIAL SERVICES GROUP, INC. (PNC",2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,7500.0
C00040253,ALLSTATE INSURANCE COMPANY PAC,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00197095,THE NORTHWESTERN MUTUAL LIFE INSURANCE CO. FEDERAL PAC (NORTHWESTERN MUTUAL FEDERAL PAC),1,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,5000.0
C00204099,DEERE & COMPANY PAC (AKA JOHN DEERE PAC),2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00008151,FIRST HORIZON CORPORATION FEDERAL PAC,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00370114,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,1,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,5000.0
C00043489,BANK OF AMERICA CORPORATION STATE AND FEDERAL PAC,1,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,5000.0
C00386524,"TRUIST FINANCIAL CORPORATION FEDERAL PAC (FORMERLY SUNTRUST BANKS, INC. POLITICAL ACTION COMMITTEE)",2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00393173,COMERICA INCORPORATED POLTICAL ACTION COMMITTEE,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00229203,CHUBB GROUP HOLDINGS INC. LEGACY POLITICAL ACTION COMMITTEE,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00400317,FULTON FINANCIAL CORPORATION PAC,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,3500.0
C00236414,TRANSAMERICA CORPORATION PAC,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00404194,"GENWORTH FINANCIAL, INC. POLITICAL ACTION COMMITTEE (GENWORTH PAC)",2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,7500.0
C00073155,KEYCORP ADVOCATES FUND,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00128512,JPMORGAN CHASE & CO. PAC,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00128918,PRINCIPAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00410407,EDWARD JONES PAC,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00075291,TRUIST FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE (FORMERLY BRANCH BANK AND TRUST POLITICAL ACTION COMMITTEE),2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00418764,BANCWEST CORPORATION POLITICAL ACTION COMMITTEE,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00076174,NATIONWIDE MUTUAL INSURANCE COMPANY POLITICAL ACTION COMMITTEE,3,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00017558,BIPARTISAN POLITICAL ACTION COMMITTEE/THE BANK OF NEW YORK MELLON CORPORATION BIPAC/BNYMC,1,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,5000.0
C00018036,U.S. BANCORP POLITICAL PARTICIPATION PROGRAM,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00137265,JOHN HANCOCK LIFE INSURANCE COMPANY (USA) FEDERAL POLITICAL ACTION COMMITTEE,1,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,5000.0
C00137273,M&T BANK AND WILMINGTON TRUST POLITICAL ACTION COMMITTEE,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00432252,REGIONS FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00432401,BEN NELSON 2012,1,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,5000.0
C00441980,"GLOBAL PAYMENTS, INC. PAC (GLOBAL PAYMENTS PAC)",2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00142596,"BBVA PAC OF THE PNC FINANCIAL SERVICES GROUP, INC.",2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00258228,WESTERN AND SOUTHERN LIFE INSURANCE CO POLITICAL ACTION COMMITTEE (WESTERN-SOUTHERN PAC),1,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,5000.0
C00462564,SWISS RE AMERICA HOLDING CORPORATION POLITICAL ACTION COMMITTEE,1,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,2500.0
C00275230,ZIONS BANCORPORATION PAC,1,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,5000.0
C00486217,LPL FINANCIAL LLC POLITICAL ACTION COMMITTEE (LPL PAC),2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00279521,ARIZONA FUND,3,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,4500.0
C00086256,BMO HARRIS BANK N.A. GOVERNMENT AFFAIRS FUND,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00501429,TD BANK N.A. POLITICAL ACTION COMMITTEE,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,5000.0
C00290502,FIFTH THIRD BANCORP POLITICAL ACTION COMMITTEE,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00158881,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00161414,PROTECTIVE LIFE CORPORATION FEDERAL POLITICAL ACTION COMMITTEE ('PROTECTPAC'),2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00161901,"EQUITABLE HOLDINGS, INC. POLITICAL ACTION COMMITTEE (EQUITABLE PAC)",2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00307249,"CITIZENS FINANCIAL GROUP, INC. POLITICAL ACTION COMMITTEE (CITIZENS PAC)",2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00321406,WEBSTER BANK PAC - FEDERAL,2,C00193177,FINANCIAL SERVICES ROUNDTABLE PAC,10000.0
C00499350,DEWHURST FOR TEXAS,1,C00172635,"BASS BROTHERS ENTERPRISES, INC. - POLITICAL ACTION COMMITTEE",5000.0
C00330886,MIKE CRAPO FOR US SENATE,1,C00458653,DIRECT EDGE HOLDINGS LLC POLITICAL ACTION COMMITTEE AKA DIRECT EDGE PAC,2600.0
C00122176,FRIENDS OF DICK LUGAR INC,1,C00042069,MONSANTO COMPANY CITIZENSHIP FUND AKA MONSANTO CITIZENSHIP FUND,5000.0
C00432401,BEN NELSON 2012,1,C00042069,MONSANTO COMPANY CITIZENSHIP FUND AKA MONSANTO CITIZENSHIP FUND,5000.0
C00432401,BEN NELSON 2012,1,C00281162,BAYER CORPORATION POLITICAL ACTION COMMITTEE,2000.0
C00496497,NEWT 2012,1,C00155713,BAYPAC,250.0
C00122176,FRIENDS OF DICK LUGAR INC,1,C00103697,"BECHTEL GROUP, INC. POLITICAL ACTION COMMITTEE (BECHTEL POLITICAL ACTION COMMITTEE)",5000.0
C00432401,BEN NELSON 2012,1,C00376582,"BECTON, DICKINSON AND COMPANY PAC",1000.0
C00394650,JBS USA FOOD COMPANY PAC,1,C00015552,BEEF-PAC (BEEF POLITICAL ACTION COMMITTEE OF TEXAS CATTLE FEEDERS ASSOCIATION),5000.0
C00122176,FRIENDS OF DICK LUGAR INC,1,C00405076,"BEST BUY CO., INC EMPLOYEE POLITICAL FORUM",1000.0
C00097485,"MERCK & CO., INC., EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)",2,C00355677,BIOTECHNOLOGY INDUSTRY ORGANIZATION PAC (BIO PAC),10000.0
C00040279,ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE,2,C00355677,BIOTECHNOLOGY INDUSTRY ORGANIZATION PAC (BIO PAC),10000.0
C00404442,LIFE TECHNOLOGIES CORPORATION EMPLOYEES POLITICAL ACTION COMMITTEE,2,C00355677,BIOTECHNOLOGY INDUSTRY ORGANIZATION PAC (BIO PAC),4500.0
C00016683,PFIZER INC. PAC,2,C00355677,BIOTECHNOLOGY INDUSTRY ORGANIZATION PAC (BIO PAC),10000.0
C00251876,AMGEN INC. POLITICAL ACTION COMMITTEE,2,C00355677,BIOTECHNOLOGY INDUSTRY ORGANIZATION PAC (BIO PAC),10000.0
C00465278,VERENIUM CORPORATION PAC (VERENIUMPAC),1,C00355677,BIOTECHNOLOGY INDUSTRY ORGANIZATION PAC (BIO PAC),1467.0
C00281162,BAYER US LLC EMPLOYEE POLITICAL ACTION COMMITTEE (BAYERPAC),1,C00355677,BIOTECHNOLOGY INDUSTRY ORGANIZATION PAC (BIO PAC),1000.0
C00228106,PPL CORPORATION PEOPLE FOR GOOD GOVERNMENT,1,C00017558,BIPARTISAN POLITICAL ACTION COMMITTEE/THE BANK OF NEW YORK MELLON CORPORATION BIPAC/BNYMC,5000.0
C00509315,PNC FINANCIAL SERVICES GROUP INC PAC-MICHIGAN AKA PNC PAC-MICHIGAN; THE,1,C00035519,"BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE OF THE PNC FINANCIAL SERVICES GROUP, INC.   ( PNC PAC)",89899.0
C00494930,"CITIZENS FOR JOSH MANDEL, INC.",1,C00035519,"BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE OF THE PNC FINANCIAL SERVICES GROUP, INC.   ( PNC PAC)",5000.0
C00493288,HOOSIERS FOR RICHARD MOURDOCK INC,1,C00035519,"BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE OF THE PNC FINANCIAL SERVICES GROUP, INC.   ( PNC PAC)",2500.0
C00492108,BRUNING FOR SENATE INCORPORATED,1,C00253153,"OSI RESTAURANT PARTNERS, LLC POLITICAL ACTION COMMITTEE",5000.0
C00492231,FRIENDS OF MIKE H,1,C00253153,"OSI RESTAURANT PARTNERS, LLC POLITICAL ACTION COMMITTEE",5000.0
C00340364,BLUE SHIELD OF CALIFORNIA PAC (SHIELD PAC),3,C00194746,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,25000.0
C00342022,"WELLMARK, INC. PAC (WELLPAC)",2,C00194746,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,21000.0
C00197202,"BLUE CROSS AND BLUE SHIELD OF KANSAS, INC. EMPLOYEE PAC",21,C00194746,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,14364.0
C00197228,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",2,C00194746,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,10000.0
C00199711,HEALTH CARE SERVICE CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE,3,C00194746,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,25000.0
C00215202,"HEALTHY GOVERNMENT COMMITTEE-THE POLITICAL ACTION COMMITTEE OF BLUE CROSS & BLUE SHIELD OF ARIZONA, INC.",4,C00194746,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,12000.0
C00379537,BLUE CROSS VOICE OF HIGHMARK INC. EMPLOYEES OF NORTHEASTERN PA,4,C00194746,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,8750.0
C00406850,BLUE CROSS BLUE SHIELD OF SOUTH CAROLINA FEDERAL GOVERNMENT PROGRAMS,2,C00194746,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,50000.0
C00409227,PREMERA BLUE CROSS POLITICAL ACTION COMMITTEE/PREMERA PAC,2,C00194746,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,20000.0
C00411587,"BEN CARDIN FOR SENATE, INC.",1,C00194746,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,3000.0
C00252684,CAMBIA HEALTH SOLUTIONS INC. PAC,2,C00194746,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,30000.0
C00450056,INDEPENDENCE BLUE CROSS LLC PAC,8,C00194746,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,39000.0
C00457242,BLUE CROSS BLUE SHIELD OF ALABAMA PAC,2,C00194746,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,45000.0
