candidate_id,status,district,has_raised_funds,incumbent_challenge,name,office,party,committees,state
H2FL20050,P,20,True,Challenger,"DEFARIA, OSVALDO JR",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2FL20050'], 'committee_id': 'C00503383', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2011-10-06', 'first_file_date': '2011-10-06', 'last_f1_date': '2011-10-06', 'last_file_date': '2014-06-06', 'name': 'OZZIE FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'FL', 'treasurer_name': 'STEPHEN ENRIQUEZ'}]",FL
H6OR04047,P,04,True,Incumbent,"DEFAZIO, PETER A",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'PROGRESSIVE AMERICANS FOR DEMOCRACY', 'candidate_ids': ['H6OR04047'], 'committee_id': 'C00215905', 'committee_type': 'N', 'committee_type_full': 'PAC - Nonqualified', 'cycles': [1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1987-06-22', 'first_file_date': '1987-06-22', 'last_f1_date': '2022-05-03', 'last_file_date': '2023-05-03', 'name': 'DFC COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'OR', 'treasurer_name': 'GREEN, JEF A'}, {'affiliated_committee_name': None, 'candidate_ids': ['H6OR04047'], 'committee_id': 'C00202424', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1986, 1988], 'designation': 'A', 'designation_full': 'Authorized by a candidate', 'filing_frequency': 'T', 'first_f1_date': '1986-02-04', 'first_file_date': '1986-02-04', 'last_f1_date': '1987-04-09', 'last_file_date': '1988-08-26', 'name': 'DEFAZIO FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'OR', 'treasurer_name': 'ROBERT L ACKERMAN'}]",OR
S2MA00121,C,00,True,Challenger,"DEFRANCO, MARISA ANN",Senate,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['S2MA00121'], 'committee_id': 'C00494450', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycles': [2012], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2011-03-18', 'first_file_date': '2011-03-18', 'last_f1_date': '2011-03-18', 'last_file_date': '2012-11-06', 'name': 'DEFRANCO FOR US SENATE', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'MA', 'treasurer_name': 'KAI PING MOY'}]",MA
H6CO01141,C,01,True,Incumbent,"DEGETTE, DIANA L",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'DEGETTE', 'candidate_ids': ['H6CO01141'], 'committee_id': 'C00311639', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1996-01-26', 'first_file_date': '1996-01-26', 'last_f1_date': '2022-04-29', 'last_file_date': '2023-07-14', 'name': 'DIANA DEGETTE FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CO', 'treasurer_name': 'NEEL, EDGAR'}]",CO
H2MD06195,P,06,True,Incumbent,"DELANEY, JOHN K",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H2MD06195', 'P00006213'], 'committee_id': 'C00508416', 'committee_type': 'P', 'committee_type_full': 'Presidential', 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2011-12-28', 'first_file_date': '2011-12-28', 'last_f1_date': '2019-09-30', 'last_file_date': '2023-07-13', 'name': 'FRIENDS OF JOHN DELANEY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'MD', 'treasurer_name': 'NORDBERG, EDWARD P JR.'}]",MD
H2TX33057,N,33,True,Challenger,"DE LAPAZ, DAVID WILLIAM",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2TX33057'], 'committee_id': 'C00502997', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2011-09-22', 'first_file_date': '2011-09-22', 'last_f1_date': '2011-09-22', 'last_file_date': '2012-03-06', 'name': 'DE LA PAZ FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'treasurer_name': 'ROBERT BRADLEY GRAHAM'}]",TX
H0CT03072,C,03,True,Incumbent,"DELAURO, ROSA L",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'DELAURO VICTORY FUND', 'candidate_ids': ['H0CT03072'], 'committee_id': 'C00238865', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1989-10-06', 'first_file_date': '1989-10-06', 'last_f1_date': '2022-10-14', 'last_file_date': '2023-07-14', 'name': 'FRIENDS OF ROSA DELAURO', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CT', 'treasurer_name': 'CHARMEL, PATRICK'}]",CT
H0WA08046,C,01,True,Incumbent,"DELBENE, SUZAN K",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'DELBENE DEMOCRATIC MAJORITY FUND', 'candidate_ids': ['H0WA08046'], 'committee_id': 'C00459099', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2009-02-13', 'first_file_date': '2009-02-13', 'last_f1_date': '2023-02-21', 'last_file_date': '2023-07-14', 'name': 'DELBENE FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'WA', 'treasurer_name': 'LLOYD, PHILIP'}]",WA
H0HI01165,P,02,True,Open seat,"DEL CASTILLO, RAFAEL GOODWIN",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H0HI01165'], 'committee_id': 'C00478974', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2010, 2012, 2014, 2016], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '2010-03-22', 'first_file_date': '2010-03-22', 'last_f1_date': '2012-06-25', 'last_file_date': '2015-07-29', 'name': 'WE ARE ONE - DEL CASTILLO - US CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'HI', 'treasurer_name': 'OSORIO, JONATHAN KAMAKAWIWO`OLE PHD'}]",HI
H0GA08040,P,02,True,Challenger,"DELOACH, KENNETH RAY JR",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H0GA08040'], 'committee_id': 'C00524975', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2012-06-07', 'first_file_date': '2012-06-07', 'last_f1_date': '2012-06-07', 'last_file_date': '2013-01-07', 'name': 'DELOACH FOR GEORGIA', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'GA', 'treasurer_name': 'LYNN P DELOACH'}, {'affiliated_committee_name': None, 'candidate_ids': ['H0GA08040'], 'committee_id': 'C00466268', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2010, 2012], 'designation': 'A', 'designation_full': 'Authorized by a candidate', 'filing_frequency': 'T', 'first_f1_date': '2009-08-25', 'first_file_date': '2009-08-25', 'last_f1_date': '2009-08-25', 'last_file_date': '2012-07-19', 'name': 'DELOACH FOR GEORGIA', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'GA', 'treasurer_name': 'JEREMIAH W SATTAZAHN'}]",GA
H2CA47105,P,47,True,Challenger,"DELONG, GARY",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H2CA47105'], 'committee_id': 'C00500074', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014, 2016], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2011-08-01', 'first_file_date': '2011-08-01', 'last_f1_date': '2016-01-19', 'last_file_date': '2016-07-11', 'name': 'FRIENDS OF GARY DELONG', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'treasurer_name': 'SLATER, JEN'}]",CA
H2MP00028,P,00,True,Challenger,"DEMAPAN, IGNACIA T DR",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2MP00028'], 'committee_id': 'C00532408', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2012-10-03', 'first_file_date': '2012-10-03', 'last_f1_date': '2013-03-07', 'last_file_date': '2014-01-30', 'name': 'COMMITTEE TO ELECT DR IGNACIA T DEMAPAN FOR US DELEGATE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'MP', 'treasurer_name': 'DR IGNACIA T DEMAPAN'}]",MP
H0MA07039,N,07,True,Challenger,"DEMBROWSKI, GERRY DR",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H0MA07039'], 'committee_id': 'C00485284', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2010, 2012], 'designation': 'A', 'designation_full': 'Authorized by a candidate', 'filing_frequency': 'T', 'first_f1_date': '2010-06-23', 'first_file_date': '2010-06-23', 'last_f1_date': '2012-03-27', 'last_file_date': '2012-08-02', 'name': 'GERRY DEMBROWSKI PAC', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'MA', 'treasurer_name': 'BARNES, JESS'}]",MA
H2NJ04140,C,04,True,Challenger,"DEMEO, DOUGLAS ANTHONY",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2NJ04140'], 'committee_id': 'C00503482', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2011-10-11', 'first_file_date': '2011-10-11', 'last_f1_date': '2011-10-11', 'last_file_date': '2012-05-29', 'name': 'DEMEO FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'NJ', 'treasurer_name': 'BARZA HASHMI'}]",NJ
H2FL08063,P,10,True,Incumbent,"DEMINGS, VALDEZ 'VAL'",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'VAL DEMINGS VICTORY FUND', 'candidate_ids': ['H2FL08063', 'S2FL00631'], 'committee_id': 'C00590489', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycles': [2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2015-10-23', 'first_file_date': '2015-10-23', 'last_f1_date': '2023-01-31', 'last_file_date': '2023-07-15', 'name': 'VAL DEMINGS FOR U.S. SENATE', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'FL', 'treasurer_name': 'LEE, LAUREN DECOT'}, {'affiliated_committee_name': 'NONE', 'candidate_ids': ['H2FL08063'], 'committee_id': 'C00498980', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014, 2016], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2011-07-09', 'first_file_date': '2011-07-09', 'last_f1_date': '2015-09-02', 'last_file_date': '2015-10-15', 'name': 'VAL DEMINGS FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'FL', 'treasurer_name': 'MORGAN, DANIELLE'}]",FL
H8MN01220,N,01,True,Challenger,"DEMMER, RANDY LEE",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H8MN01220'], 'committee_id': 'C00433821', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2008, 2010, 2012, 2014], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2007-04-09', 'first_file_date': '2007-04-09', 'last_f1_date': '2010-02-16', 'last_file_date': '2013-07-02', 'name': 'DEMMER FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'MN', 'treasurer_name': 'DEBORAH J TOWEY'}]",MN
H0NY01137,P,01,True,Challenger,"DEMOS, GEORGE",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H0NY01137'], 'committee_id': 'C00549816', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2014, 2016, 2018], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2013-09-25', 'first_file_date': '2013-09-25', 'last_f1_date': '2013-09-25', 'last_file_date': '2018-12-19', 'name': 'FRIENDS OF GEORGE DEMOS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'NY', 'treasurer_name': 'ROBERT COLE'}, {'affiliated_committee_name': None, 'candidate_ids': ['H0NY01137'], 'committee_id': 'C00500553', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014], 'designation': 'A', 'designation_full': 'Authorized by a candidate', 'filing_frequency': 'T', 'first_f1_date': '2011-08-08', 'first_file_date': '2011-08-08', 'last_f1_date': '2011-08-08', 'last_file_date': '2013-09-06', 'name': 'GEORGE DEMOS FOR CONGRESS 2012', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'NY', 'treasurer_name': 'KEVIN TSCHIRHART'}, {'affiliated_committee_name': None, 'candidate_ids': ['H0NY01137'], 'committee_id': 'C00468546', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2010, 2012], 'designation': 'A', 'designation_full': 'Authorized by a candidate', 'filing_frequency': 'T', 'first_f1_date': '2009-11-02', 'first_file_date': '2009-11-02', 'last_f1_date': '2009-11-02', 'last_file_date': '2011-01-20', 'name': 'GEORGE DEMOS FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'NY', 'treasurer_name': 'ROBERT COLE'}]",NY
H0CA19173,N,10,True,Challenger,"DENHAM, JEFF",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'BLUE COLLAR VICTORY FUND', 'candidate_ids': ['H0CA19173'], 'committee_id': 'C00473272', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2010-01-12', 'first_file_date': '2010-01-12', 'last_f1_date': '2019-08-14', 'last_file_date': '2023-07-03', 'name': 'DENHAM FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'treasurer_name': 'BAUER, DAVID'}]",CA
H0CA08069,P,12,True,Challenger,"DENNIS, JOHN",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H0CA08069'], 'committee_id': 'C00554337', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2014, 2016, 2018], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2014-01-07', 'first_file_date': '2014-01-07', 'last_f1_date': '2014-02-06', 'last_file_date': '2018-07-24', 'name': 'JOHN DENNIS FOR CONGRESS 2014', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'treasurer_name': 'LAWLER, KELLY'}, {'affiliated_committee_name': 'FREEDOM AND PROSPERITY PAC', 'candidate_ids': ['H0CA08069'], 'committee_id': 'C00515932', 'committee_type': 'N', 'committee_type_full': 'PAC - Nonqualified', 'cycles': [2012, 2014, 2016], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'T', 'first_f1_date': '2012-03-19', 'first_file_date': '2012-03-19', 'last_f1_date': '2013-10-15', 'last_file_date': '2015-01-12', 'name': 'JOHN DENNIS FOR CONGRESS 2012', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'treasurer_name': 'LAWLER, KELLY'}, {'affiliated_committee_name': 'FREEDOM AND PROSPERITY PAC 2020', 'candidate_ids': ['H0CA08069'], 'committee_id': 'C00465914', 'committee_type': 'N', 'committee_type_full': 'PAC - Nonqualified', 'cycles': [2010, 2012, 2014, 2016, 2018, 2020, 2022], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'T', 'first_f1_date': '2009-08-26', 'first_file_date': '2009-08-26', 'last_f1_date': '2020-04-27', 'last_file_date': '2021-02-10', 'name': 'FREEDOM AND PROSPERITY PAC', 'organization_type': None, 'organization_type_full': None, 'party': 'OTH', 'party_full': 'OTHER', 'state': 'CA', 'treasurer_name': 'LAWLER, KELLY'}]",CA
H4PA15087,P,15,True,Incumbent,"DENT, CHARLES WIEDER",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'DEDICATED TO ESTABLISHING NATIONAL TEAMWORK', 'candidate_ids': ['H4PA15087'], 'committee_id': 'C00386847', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycles': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '2003-05-02', 'first_file_date': '2003-05-02', 'last_f1_date': '2019-02-11', 'last_file_date': '2023-07-24', 'name': 'GOVERN PAC', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'FL', 'treasurer_name': 'WATKINS, NANCY H.'}]",PA
H2FL00292,C,06,True,Incumbent,"DESANTIS, RONALD D.",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H2FL00292'], 'committee_id': 'C00511568', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014, 2016, 2018], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2012-02-02', 'first_file_date': '2012-02-02', 'last_f1_date': '2017-04-13', 'last_file_date': '2018-07-12', 'name': 'RON DESANTIS FOR FLORIDA', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'FL', 'treasurer_name': 'KOCH, TIMOTHY A.'}]",FL
H0TN04195,C,04,True,Incumbent,"DESJARLAIS, SCOTT HON.",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H0TN04195'], 'committee_id': 'C00464073', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2009-07-16', 'first_file_date': '2009-07-16', 'last_f1_date': '2018-12-18', 'last_file_date': '2023-07-15', 'name': 'FRIENDS OF SCOTT DESJARLAIS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'TN', 'treasurer_name': 'BREWER, TROY MR.'}]",TN
H0FL19080,P,22,True,Incumbent,"DEUTCH, THEODORE ELIOT",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'DEUTCH VICTORY FUND', 'candidate_ids': ['H0FL19080'], 'committee_id': 'C00469163', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2009-10-23', 'first_file_date': '2009-10-23', 'last_f1_date': '2020-10-15', 'last_file_date': '2023-04-19', 'name': 'TED DEUTCH FOR CONGRESS COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'DC', 'treasurer_name': 'WEINSTOCK, JEFFREY'}]",FL
S2TX00361,P,00,True,Open seat,"DEWHURST, DAVID H",Senate,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['S2TX00361'], 'committee_id': 'C00499350', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycles': [2012, 2014, 2016, 2018], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2011-07-19', 'first_file_date': '2011-07-19', 'last_f1_date': '2013-01-23', 'last_file_date': '2017-01-06', 'name': 'DEWHURST FOR TEXAS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'TX', 'treasurer_name': 'DR CARLOS R HAMILTON JR'}]",TX
H2FL25018,C,26,True,Incumbent,"DIAZ-BALART, MARIO",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'HISPANIC LEADERSHIP TRUST PARTNERSHIP', 'candidate_ids': ['H2FL25018'], 'committee_id': 'C00376087', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2002-04-11', 'first_file_date': '2002-04-11', 'last_f1_date': '2022-12-02', 'last_file_date': '2023-07-14', 'name': 'MARIO DIAZ-BALART FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'FL', 'treasurer_name': 'SHEA, BEVERLY'}]",FL
H8GU00022,N,00,True,Challenger,"DIAZ, JONATHAN FRANK BLAS",House,INDEPENDENT,"[{'affiliated_committee_name': None, 'candidate_ids': ['H8GU00022'], 'committee_id': 'C00529982', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014, 2016, 2018], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '2012-09-18', 'first_file_date': '2012-09-18', 'last_f1_date': '2012-09-18', 'last_file_date': '2018-04-26', 'name': 'COMMITTEE TO ELECT JONATHAN FRANK BLAS DIAZ', 'organization_type': None, 'organization_type_full': None, 'party': 'IND', 'party_full': 'INDEPENDENT', 'state': 'GU', 'treasurer_name': 'JONTHAN FRANK BLAS DIAZ'}]",GU
H6WA06021,P,06,True,Challenger,"DICKS, NORMAN D",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H6WA06021'], 'committee_id': 'C00037606', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020], 'designation': 'B', 'designation_full': 'Lobbyist/Registrant PAC', 'filing_frequency': 'T', 'first_f1_date': '1976-02-10', 'first_file_date': '1976-01-31', 'last_f1_date': '2014-12-30', 'last_file_date': '2019-03-05', 'name': 'NORM PAC', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'WA', 'treasurer_name': 'PHILIP LLOYD'}]",WA
H0FL24023,C,26,True,Challenger,"DIEBEL, KAREN",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H0FL24023'], 'committee_id': 'C00494310', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2011-03-18', 'first_file_date': '2011-03-18', 'last_f1_date': '2011-03-18', 'last_file_date': '2012-10-01', 'name': 'KAREN DIEBEL FOR CONGRESS 2012', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'FL', 'treasurer_name': 'TIFFANY WADDELL'}, {'affiliated_committee_name': 'NONE', 'candidate_ids': ['H0FL24023'], 'committee_id': 'C00462788', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2010, 2012], 'designation': 'A', 'designation_full': 'Authorized by a candidate', 'filing_frequency': 'T', 'first_f1_date': '2009-06-09', 'first_file_date': '2009-06-09', 'last_f1_date': '2010-08-13', 'last_file_date': '2011-08-04', 'name': 'KAREN DIEBEL FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'FL', 'treasurer_name': 'WADDELL, TIFFANY'}]",FL
H2NY21099,P,20,True,Challenger,"DIETERICH, ROBERT J",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2NY21099'], 'committee_id': 'C00514844', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2012-03-07', 'first_file_date': '2012-03-07', 'last_f1_date': '2012-03-23', 'last_file_date': '2013-01-16', 'name': 'DIETERICH FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'NY', 'treasurer_name': 'PETER W HOSNER JR'}]",NY
